HS_299,HS_644,HS_672,HS_678,HS_694,HS_696,HS_698,HS_701,HS_702,HS_703
ENSG00000279248.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279697.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255429.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279045.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279056.1,0,0,0,0,0,0,0,0,0,0
ENSG00000280201.1,0,0,0,0,0,0,0,0,0,0
ENSG00000134612.13,0,0,0,0,0,0,0,0,0,0
ENSG00000290503.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255385.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279163.1,0,0,0,0,0,0,0,0,0,0
ENSG00000214414.9,0,0,0,0,0,0,0,0,0,0
ENSG00000255486.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255540.1,0,0,0,0,0,0,0,0,0,0
ENSG00000234376.4,0,0,0,0,0,0,0,0,0,0
ENSG00000254971.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255170.2,0,0,0,0,0,0,0,0,0,0
ENSG00000204456.4,0,0,0,0,0,0,0,0,0,0
ENSG00000254751.4,0,0,0,0,0,0,0,0,0,0
ENSG00000290492.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255162.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255285.1,0,0,0,0,0,0,0,0,0,0
ENSG00000168930.13,0,0,0,0,0,0,0,0,0,0
ENSG00000250946.2,0,0,0,0,0,0,0,0,0,0
ENSG00000166013.11,0,0,0,0,0,0,0,0,0,0
ENSG00000204455.7,32,19,38,6,11,30,50,87,70,48
ENSG00000254558.1,3,4,0,0,0,1,0,5,2,3
ENSG00000189253.8,20,1,4,23,3,15,23,12,10,17
ENSG00000255235.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254617.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254785.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255055.1,0,0,0,0,0,0,0,0,0,0
ENSG00000223417.9,0,0,0,0,0,0,0,0,0,0
ENSG00000233802.8,0,0,0,0,0,0,0,0,0,0
ENSG00000254818.1,0,0,0,0,0,0,0,0,1,0
ENSG00000278837.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255360.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254655.1,0,0,0,0,0,0,0,0,0,0
ENSG00000204450.9,0,0,0,0,0,0,0,0,0,0
ENSG00000255305.1,0,0,0,0,0,0,0,0,1,0
ENSG00000237706.4,2,0,4,0,2,5,4,1,7,20
ENSG00000225581.3,0,0,0,0,0,0,0,0,0,0
ENSG00000255184.1,0,0,0,0,0,0,0,0,0,0
ENSG00000204449.3,0,0,0,0,0,0,0,0,0,0
ENSG00000254803.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254916.1,0,0,0,0,0,0,0,0,0,0
ENSG00000223709.6,0,0,0,0,0,0,0,0,0,0
ENSG00000255011.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254888.2,0,0,0,0,0,0,0,0,0,0
ENSG00000255009.4,0,0,0,0,0,0,0,0,0,0
ENSG00000254436.1,0,0,0,0,0,0,0,0,0,0
ENSG00000286665.1,0,0,0,0,0,0,0,0,0,0
ENSG00000207299.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279299.1,0,0,0,0,0,0,0,0,0,0
ENSG00000077616.11,35,15,13,9,20,26,120,51,51,34
ENSG00000280385.1,127,52,46,22,42,132,263,222,211,187
ENSG00000110172.12,390,541,372,237,247,741,1087,701,768,655
ENSG00000280367.1,1,2,7,0,0,14,2,3,10,3
ENSG00000261645.7,1,0,0,0,0,2,1,0,1,0
ENSG00000214391.3,4,0,2,4,3,2,18,2,3,3
ENSG00000266703.1,0,0,0,0,0,0,0,0,0,0
ENSG00000280430.1,0,0,0,0,0,0,0,0,0,0
ENSG00000221586.1,0,0,0,0,0,0,0,0,0,0
ENSG00000280085.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279209.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279438.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254677.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255070.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255187.2,0,0,0,0,0,0,0,0,0,0
ENSG00000280124.1,0,0,0,0,0,0,0,0,0,0
ENSG00000278980.1,0,0,0,0,0,0,0,0,0,0
ENSG00000280093.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255332.8,0,0,0,0,0,0,0,0,0,0
ENSG00000254961.1,0,0,0,0,0,0,0,0,0,0
ENSG00000278859.1,0,0,0,0,0,0,0,0,0,0
ENSG00000242248.2,0,0,0,0,0,0,0,0,0,0
ENSG00000165323.16,0,2,0,0,0,0,0,0,0,0
ENSG00000235547.3,0,0,0,0,0,0,0,0,0,0
ENSG00000249255.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254705.1,0,0,0,0,0,0,0,0,0,0
ENSG00000244244.2,0,0,0,0,0,0,0,0,0,0
ENSG00000255506.1,0,0,0,0,0,0,0,0,0,0
ENSG00000282916.2,0,0,0,0,0,0,0,0,0,0
ENSG00000255127.4,0,0,1,0,0,0,0,0,0,0
ENSG00000290774.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255287.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254874.1,0,0,0,0,0,0,0,0,0,0
ENSG00000134640.3,0,0,0,0,0,0,0,0,0,0
ENSG00000242807.1,0,0,0,0,0,0,0,0,0,0
ENSG00000278892.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279304.1,0,0,0,0,0,0,0,0,0,0
ENSG00000180773.15,213,261,216,156,168,289,741,348,360,275
ENSG00000255445.1,5,0,6,0,4,4,22,6,4,2
ENSG00000280379.1,0,0,0,0,0,1,0,0,0,2
ENSG00000279269.1,0,0,0,0,0,0,0,1,0,0
ENSG00000233737.3,0,0,0,0,0,0,0,0,0,0
ENSG00000255233.1,0,0,0,0,1,0,2,0,0,0
ENSG00000279684.1,0,0,0,0,0,0,0,0,0,1
ENSG00000165325.15,0,0,1,0,0,1,0,1,0,1
ENSG00000166002.7,221,381,463,233,347,281,304,314,313,280
ENSG00000234106.3,3,0,0,2,0,3,2,1,0,2
ENSG00000240202.3,0,0,0,0,0,0,0,0,0,0
ENSG00000279454.1,0,0,0,0,0,0,0,0,0,0
ENSG00000278953.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255515.1,0,0,0,0,0,0,0,0,0,0
ENSG00000166004.15,185,181,80,29,129,336,467,248,316,241
ENSG00000199875.1,1,0,0,0,0,4,0,3,6,0
ENSG00000254911.3,10,15,46,3,0,11,8,22,10,17
ENSG00000275146.1,0,0,0,0,0,0,0,0,0,0
ENSG00000273885.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279696.1,19,21,34,22,15,34,63,78,74,62
ENSG00000166012.17,977,1087,1030,705,515,1581,2256,1467,1429,1388
ENSG00000207112.1,0,0,0,0,0,0,0,0,0,0
ENSG00000206799.1,0,0,0,0,0,0,0,0,0,0
ENSG00000202314.1,4,9,5,1,6,9,8,9,9,7
ENSG00000206834.1,0,0,0,0,0,0,0,0,0,0
ENSG00000207304.1,0,0,0,0,0,0,0,0,0,0
ENSG00000239195.1,0,0,0,0,0,0,0,0,0,0
ENSG00000207145.1,0,0,0,0,0,0,0,0,0,0
ENSG00000284458.1,0,0,0,0,0,0,0,0,0,0
ENSG00000210825.1,0,0,0,0,0,0,0,0,0,0
ENSG00000182919.15,279,384,321,257,112,476,512,394,427,385
ENSG00000284057.1,0,0,0,0,0,0,0,0,0,0
ENSG00000042429.12,99,102,156,52,77,131,174,169,165,161
ENSG00000214376.6,0,0,0,0,1,0,0,1,0,0
ENSG00000206911.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255995.1,0,0,0,0,0,0,0,0,0,0
ENSG00000256752.1,0,0,0,0,0,0,0,0,0,0
ENSG00000181333.12,2,0,0,10,3,1,2,3,1,4
ENSG00000227593.2,0,0,0,0,0,0,0,0,0,1
ENSG00000110218.9,157,161,130,78,197,204,273,146,153,166
ENSG00000250519.7,12,10,16,53,18,13,47,6,7,18
ENSG00000256745.1,19,31,29,27,27,50,93,27,23,15
ENSG00000183560.10,0,0,0,0,0,0,0,0,0,0
ENSG00000123901.9,9,2,0,4,5,3,15,11,6,14
ENSG00000020922.13,567,535,576,284,347,945,1266,1041,764,1188
ENSG00000221230.1,2,0,0,0,0,0,0,0,1,0
ENSG00000255893.1,3,4,6,0,1,31,55,25,16,46
ENSG00000168876.9,597,475,377,290,359,973,977,819,768,754
ENSG00000257057.3,0,0,0,0,0,0,0,0,0,0
ENSG00000134627.12,94,55,127,90,130,100,118,102,71,65
ENSG00000196371.4,227,176,176,111,277,311,315,293,242,206
ENSG00000255929.6,0,0,0,0,0,0,0,0,0,0
ENSG00000280167.1,1,0,0,2,2,1,2,0,0,0
ENSG00000233536.2,0,0,0,0,1,0,0,0,0,0
ENSG00000255666.7,3,0,0,0,2,2,4,5,7,2
ENSG00000288789.2,0,0,0,0,0,0,0,0,0,0
ENSG00000166025.18,28,23,14,15,15,29,8,12,32,27
ENSG00000256469.1,0,0,1,0,0,0,0,0,0,0
ENSG00000213368.3,0,0,0,0,0,0,0,0,0,0
ENSG00000150316.12,568,465,542,605,426,599,1186,548,559,597
ENSG00000186280.7,11,3,1,5,4,2,5,1,5,3
ENSG00000255653.1,0,0,0,0,0,0,0,0,0,0
ENSG00000235268.2,1,0,0,0,1,2,0,0,1,0
ENSG00000274486.1,0,0,0,0,0,0,0,0,0,0
ENSG00000256779.3,0,0,0,0,0,0,0,0,0,0
ENSG00000293289.1,0,0,0,0,0,0,0,0,0,0
ENSG00000257012.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255855.4,0,0,0,0,0,0,0,0,0,0
ENSG00000277984.1,1,0,1,0,0,0,0,0,0,0
ENSG00000263465.5,1158,1037,989,1793,698,1470,1627,1136,1495,1148
ENSG00000149218.5,472,401,306,426,338,466,617,265,529,253
ENSG00000270689.1,1,0,1,0,2,1,0,1,4,1
ENSG00000270578.1,0,2,2,0,1,0,0,0,0,0
ENSG00000245552.9,238,278,114,243,102,380,596,170,414,163
ENSG00000149212.12,1920,3183,2654,6920,1883,4264,4626,2254,2540,2726
ENSG00000282834.1,1,0,1,0,1,1,0,0,0,1
ENSG00000250390.2,1,1,10,0,0,0,0,2,0,1
ENSG00000285842.1,0,1,0,0,0,0,0,0,2,0
ENSG00000255605.1,2,0,0,2,0,0,0,1,0,0
ENSG00000273600.1,0,0,0,0,0,0,0,0,0,0
ENSG00000077458.13,643,534,519,310,412,1095,1684,1019,1029,877
ENSG00000166037.11,544,369,411,314,323,789,1483,838,788,737
ENSG00000087053.20,215,159,162,146,120,255,391,221,242,246
ENSG00000222578.1,1,0,0,0,0,0,0,0,0,0
ENSG00000242993.1,0,0,0,0,0,0,1,0,0,0
ENSG00000184384.15,510,528,269,276,625,735,964,446,678,521
ENSG00000285921.1,0,0,0,0,0,0,0,0,3,0
ENSG00000266192.3,0,0,0,0,0,0,0,0,0,0
ENSG00000149231.16,719,562,599,338,407,1098,1802,1565,989,973
ENSG00000183340.7,132,148,114,63,80,210,290,197,217,198
ENSG00000255679.1,0,0,0,0,0,0,0,0,0,0
ENSG00000200411.1,0,0,0,0,0,0,0,0,0,0
ENSG00000256684.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254587.2,0,0,0,0,0,0,0,0,0,0
ENSG00000255376.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255205.1,0,0,0,0,0,0,0,0,0,0
ENSG00000270753.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255039.1,0,0,0,0,0,0,0,0,0,0
ENSG00000199315.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255502.6,0,1,0,0,0,0,0,0,0,0
ENSG00000254555.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255380.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254939.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254599.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254830.1,0,0,0,0,0,0,0,0,0,0
ENSG00000149972.12,0,0,0,0,0,0,0,0,0,0
ENSG00000223269.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255547.1,0,0,0,0,0,0,0,0,0,1
ENSG00000242165.3,0,0,0,0,0,0,0,0,0,0
ENSG00000255059.1,0,0,0,1,1,0,1,1,0,0
ENSG00000248027.1,0,0,0,0,0,0,0,0,0,0
ENSG00000165895.19,35,8,18,11,5,27,50,5,85,29
ENSG00000200047.1,0,0,0,0,0,0,0,0,0,0
ENSG00000082175.16,0,0,0,0,0,0,0,0,0,0
ENSG00000282728.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255504.2,0,0,0,0,0,0,0,0,0,0
ENSG00000137672.13,10,14,24,5,8,7,21,18,11,23
ENSG00000263885.1,0,0,0,0,0,0,0,0,0,0
ENSG00000293058.1,0,0,0,0,0,3,0,0,0,0
ENSG00000254506.2,0,0,0,0,0,0,0,0,0,0
ENSG00000293587.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254534.1,0,0,0,0,0,0,0,0,0,0
ENSG00000187151.7,3,0,1,0,0,0,0,0,0,0
ENSG00000110318.15,71,35,43,18,44,74,195,79,123,100
ENSG00000137691.13,0,0,0,0,0,0,0,0,0,0
ENSG00000274097.1,0,0,0,0,0,0,0,0,0,0
ENSG00000260008.1,0,0,0,0,0,0,0,0,0,0
ENSG00000277459.1,0,0,0,0,0,0,0,0,0,0
ENSG00000137693.14,6,0,0,0,1,6,0,0,4,2
ENSG00000254422.1,0,0,0,0,0,0,0,0,0,0
ENSG00000243777.1,0,0,0,0,0,0,0,0,0,0
ENSG00000270868.1,0,0,0,0,0,0,0,0,0,0
ENSG00000271600.1,0,0,0,0,0,0,0,0,0,0
ENSG00000212466.1,0,0,0,0,0,0,0,0,0,0
ENSG00000288528.1,1,0,7,0,2,0,4,0,0,0
ENSG00000023445.17,1693,1541,1999,905,864,3256,4323,2567,2595,2630
ENSG00000288833.2,28,18,51,40,17,28,31,29,19,26
ENSG00000110330.10,1433,2094,1640,1747,1171,2739,2760,1791,2055,1590
ENSG00000152558.15,5972,6456,4634,2473,2753,6076,11925,7486,5924,5968
ENSG00000255337.1,2,5,8,7,4,1,9,11,0,2
ENSG00000255482.1,0,0,0,0,0,0,0,0,0,0
ENSG00000137673.9,0,0,0,0,0,0,0,0,1,0
ENSG00000137674.4,0,0,0,0,0,0,0,0,0,0
ENSG00000256916.1,0,0,0,0,0,0,0,0,0,0
ENSG00000281655.3,0,0,0,0,0,2,0,4,0,0
ENSG00000137675.5,0,0,1,0,3,3,0,4,0,0
ENSG00000118113.12,169,41,929,72,888,820,280,2018,109,126
ENSG00000293047.1,0,0,0,0,0,0,0,0,0,0
ENSG00000225678.3,0,0,0,0,0,0,0,0,0,0
ENSG00000290773.1,0,0,0,0,0,0,0,0,0,0
ENSG00000256254.1,0,0,0,0,0,0,0,0,0,0
ENSG00000166670.10,0,0,0,0,0,0,0,0,0,0
ENSG00000196611.6,9,0,10,14,3,7,4,4,7,1
ENSG00000256035.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255282.7,0,0,0,0,0,0,0,0,0,0
ENSG00000149968.12,0,0,0,0,0,0,0,0,0,0
ENSG00000262406.3,0,0,0,0,0,0,0,0,0,0
ENSG00000255469.1,0,0,0,0,0,0,0,0,0,0
ENSG00000238562.1,0,0,0,0,0,0,0,0,0,0
ENSG00000137745.13,0,0,0,0,0,0,0,0,0,0
ENSG00000276521.1,0,0,0,0,0,0,0,0,0,0
ENSG00000239861.1,0,0,0,0,0,0,0,0,0,0
ENSG00000137692.12,198,175,166,145,154,182,273,234,170,184
ENSG00000260966.1,0,0,0,0,0,0,0,0,0,0
ENSG00000187240.17,54,22,26,16,37,70,71,61,76,57
ENSG00000285878.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254895.2,0,0,0,0,0,0,0,0,0,0
ENSG00000254931.2,0,0,0,0,0,0,0,0,0,0
ENSG00000255417.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255350.1,1,0,0,0,0,0,0,0,0,0
ENSG00000254565.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253245.2,0,0,0,0,0,0,0,0,0,0
ENSG00000254824.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254987.1,0,0,3,0,0,0,0,0,1,0
ENSG00000264200.1,0,0,0,0,0,0,0,0,0,0
ENSG00000170962.13,102,54,49,23,67,88,191,62,96,162
ENSG00000255548.1,0,0,0,0,4,0,0,0,0,0
ENSG00000170967.5,0,0,0,0,0,0,0,0,0,1
ENSG00000280773.2,0,0,0,0,0,0,0,0,0,0
ENSG00000256422.8,0,0,0,0,0,0,0,0,0,0
ENSG00000270449.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254569.1,0,0,0,0,0,0,0,0,0,0
ENSG00000204403.11,1,0,6,0,0,0,1,2,0,0
ENSG00000291173.1,52,78,47,55,15,157,212,92,106,123
ENSG00000235505.10,1,0,0,0,1,0,0,0,0,0
ENSG00000196954.14,4125,6645,4823,5109,5442,8648,6043,6705,4353,5253
ENSG00000284715.1,4,2,0,0,20,6,0,3,2,1
ENSG00000137757.11,185,903,223,138,665,1283,434,390,134,231
ENSG00000137752.25,3458,6565,4605,3443,3872,6409,6394,6345,3816,4031
ENSG00000204397.10,870,1380,1718,1101,1570,1587,1426,1365,819,1052
ENSG00000288255.1,0,0,0,0,0,0,2,0,1,0
ENSG00000254750.1,27,21,41,11,6,64,36,68,72,82
ENSG00000290797.1,0,9,2,1,2,2,3,7,0,4
ENSG00000255221.5,19,168,4,0,76,33,20,31,9,17
ENSG00000255430.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255501.3,0,0,0,0,0,0,0,0,0,0
ENSG00000289383.1,2,6,0,12,3,12,1,5,1,1
ENSG00000254767.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255336.1,0,0,0,0,0,0,0,0,0,0
ENSG00000278640.1,0,0,0,0,0,0,0,0,0,0
ENSG00000152578.15,0,0,0,0,0,1,0,2,0,0
ENSG00000255403.1,0,0,0,0,0,0,0,0,0,0
ENSG00000222663.1,0,0,0,0,0,0,0,0,0,0
ENSG00000252081.1,0,0,0,0,0,0,0,0,0,0
ENSG00000285813.1,18,7,17,3,9,18,34,48,22,34
ENSG00000170903.12,99,146,100,63,106,208,314,157,214,178
ENSG00000182359.15,58,56,54,43,34,89,58,66,85,62
ENSG00000149313.11,329,372,287,174,229,566,654,423,452,435
ENSG00000254433.1,3,2,4,0,0,22,4,3,7,7
ENSG00000287846.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254580.1,0,0,0,0,0,0,0,0,0,0
ENSG00000286345.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290498.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254811.6,0,0,0,0,0,0,0,0,0,0
ENSG00000255065.1,0,0,0,0,0,0,0,0,0,0
ENSG00000287802.1,0,0,0,0,0,0,0,0,0,0
ENSG00000289232.1,0,0,0,0,0,0,0,0,0,0
ENSG00000152402.11,0,0,0,0,0,0,0,0,0,0
ENSG00000274584.1,0,0,4,0,1,1,5,0,0,2
ENSG00000213252.3,2,0,0,0,0,0,5,0,1,1
ENSG00000255353.1,0,0,3,0,0,0,0,0,0,0
ENSG00000261098.1,42,24,23,11,13,50,90,48,51,54
ENSG00000152404.16,196,211,225,209,128,240,515,213,312,287
ENSG00000225215.1,0,0,0,0,0,0,11,0,0,0
ENSG00000137760.15,115,105,92,56,98,194,347,181,213,205
ENSG00000270969.1,0,0,0,0,0,0,0,0,0,0
ENSG00000110675.13,0,0,0,0,1,0,0,0,0,0
ENSG00000255483.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254758.1,0,0,0,0,0,0,0,0,0,0
ENSG00000170290.4,0,0,0,0,0,0,0,0,0,0
ENSG00000254702.1,0,0,0,0,0,0,0,0,0,0
ENSG00000110660.15,81,50,75,20,62,65,135,77,87,65
ENSG00000240652.1,0,2,5,8,1,0,7,2,0,2
ENSG00000179331.3,15,25,6,0,28,14,54,56,29,18
ENSG00000288012.2,6,4,4,7,4,2,1,7,3,5
ENSG00000166266.14,326,259,322,227,204,599,803,569,497,503
ENSG00000200855.1,0,0,0,0,0,0,0,1,0,0
ENSG00000255467.1,0,0,0,0,1,2,0,4,0,0
ENSG00000075239.14,145,155,267,168,130,214,297,194,212,127
ENSG00000285696.1,7,3,2,3,1,16,18,1,5,9
ENSG00000149308.17,484,439,267,147,292,786,1372,612,835,661
ENSG00000149311.22,5354,3757,3447,1335,3067,8318,12396,6865,8930,7796
ENSG00000206967.1,0,0,0,0,0,0,0,0,0,0
ENSG00000166323.13,25,8,19,9,8,15,71,10,23,12
ENSG00000178202.14,146,98,97,67,70,252,330,168,237,128
ENSG00000110723.12,5,14,17,17,8,21,61,31,31,19
ENSG00000178105.12,179,118,141,123,145,274,361,135,173,156
ENSG00000240698.1,0,0,0,0,0,0,1,0,0,0
ENSG00000254730.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255379.1,0,0,0,0,0,0,0,0,0,0
ENSG00000203334.5,0,0,0,0,0,0,0,0,0,0
ENSG00000255528.1,0,0,0,0,0,0,0,0,0,0
ENSG00000201243.1,0,0,0,0,0,0,0,0,0,0
ENSG00000200613.1,0,0,0,0,0,0,0,0,0,0
ENSG00000264997.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255028.5,7,0,3,7,3,1,2,1,8,5
ENSG00000185742.7,0,0,0,0,3,0,0,2,0,0
ENSG00000254890.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254482.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254659.3,3,0,0,4,5,0,1,0,0,0
ENSG00000289465.1,11,7,3,24,8,10,15,7,17,3
ENSG00000137710.17,203,246,110,74,180,358,444,310,250,223
ENSG00000254798.1,0,0,0,0,0,0,0,0,0,0
ENSG00000287245.1,3,0,0,1,0,0,10,0,1,0
ENSG00000224776.3,0,0,0,0,0,0,0,0,0,0
ENSG00000270423.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255210.1,0,0,0,0,0,0,0,0,0,0
ENSG00000149289.11,38,29,22,19,30,44,95,88,26,21
ENSG00000290078.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254416.6,6,0,2,0,0,0,0,0,1,2
ENSG00000137714.3,207,169,234,185,198,261,279,240,276,211
ENSG00000137727.13,0,1,2,0,1,1,0,2,0,1
ENSG00000233497.4,0,0,0,0,0,0,0,0,0,0
ENSG00000255149.1,0,0,0,0,0,0,0,0,0,0
ENSG00000287556.1,0,0,0,0,0,0,0,0,0,0
ENSG00000200168.1,0,0,0,0,0,0,0,0,0,0
ENSG00000271390.1,0,0,0,0,0,0,0,0,0,0
ENSG00000271584.2,0,0,0,0,0,0,2,0,0,0
ENSG00000287028.1,0,0,0,0,0,0,0,0,0,0
ENSG00000239354.1,0,0,0,0,0,0,0,0,0,0
ENSG00000270202.1,0,0,0,0,0,0,0,0,0,0
ENSG00000150750.9,0,0,0,0,0,0,5,0,0,0
ENSG00000196167.10,27,3,4,0,3,10,2,17,7,7
ENSG00000214290.9,2,0,0,1,2,4,4,4,2,1
ENSG00000288097.1,0,0,0,0,0,0,1,0,0,0
ENSG00000264032.1,0,0,0,0,0,0,0,0,0,0
ENSG00000110777.12,581,199,761,272,294,519,484,284,274,399
ENSG00000253099.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255428.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255093.3,0,0,0,0,0,0,0,0,0,0
ENSG00000293540.2,0,0,0,0,0,0,0,0,0,0
ENSG00000293462.1,0,0,0,0,0,0,0,0,0,0
ENSG00000137707.14,0,0,0,0,0,0,1,0,0,0
ENSG00000286028.1,0,0,0,0,0,0,0,0,0,0
ENSG00000207811.3,0,0,0,0,0,0,0,0,0,0
ENSG00000207562.3,0,0,0,0,0,0,0,0,0,0
ENSG00000254980.1,0,0,0,0,0,0,0,0,0,0
ENSG00000183644.14,0,0,0,0,0,0,0,1,1,0
ENSG00000204381.12,13,1,2,1,2,5,12,3,9,5
ENSG00000170145.5,290,300,196,165,297,397,421,398,460,384
ENSG00000235286.1,1,1,0,0,0,0,0,1,3,1
ENSG00000223324.1,0,0,0,0,0,0,0,3,3,0
ENSG00000137713.16,224,236,139,133,208,396,386,251,287,268
ENSG00000254990.7,1,8,0,0,0,2,7,1,0,1
ENSG00000086848.15,64,39,60,28,32,79,126,61,66,55
ENSG00000258529.5,0,0,0,0,0,0,0,0,0,0
ENSG00000254450.1,0,0,0,0,0,0,5,0,1,0
ENSG00000254949.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255561.7,28,36,51,36,35,54,100,34,33,52
ENSG00000137720.8,56,43,85,53,50,80,180,64,56,74
ENSG00000176343.5,1,1,0,2,1,2,9,2,0,2
ENSG00000109846.9,0,0,1,0,4,0,0,2,0,0
ENSG00000170276.6,0,0,0,0,0,0,0,0,3,0
ENSG00000254445.1,0,0,0,0,0,0,0,0,0,0
ENSG00000149300.10,0,0,0,0,0,0,0,0,0,0
ENSG00000150764.14,9,4,12,7,19,19,25,14,17,11
ENSG00000238965.1,0,0,0,0,0,0,0,0,0,0
ENSG00000255286.2,0,0,0,0,0,0,0,0,0,0
ENSG00000255334.1,0,0,2,0,0,0,0,0,1,0
ENSG00000150768.18,258,151,129,57,185,312,464,242,258,231
ENSG00000230911.1,1,0,0,0,0,0,0,0,0,0
ENSG00000238444.1,0,0,0,0,0,0,0,0,1,0
ENSG00000271025.1,0,0,0,0,0,0,0,0,0,0
ENSG00000150773.12,1,0,1,2,3,2,0,0,2,2
ENSG00000150776.18,403,311,303,246,319,546,622,408,480,482
ENSG00000150779.12,201,261,350,383,302,254,230,241,223,207
ENSG00000204370.14,858,753,678,636,554,984,1060,717,880,807
ENSG00000255292.9,1,0,0,0,0,0,0,0,0,2
ENSG00000150782.12,132,141,161,183,114,179,190,301,108,99
ENSG00000254638.1,0,2,0,0,0,0,0,1,3,0
ENSG00000150783.10,6,1,0,4,1,3,1,4,6,8
ENSG00000197580.13,26,15,25,29,21,40,52,17,48,17
ENSG00000214264.4,0,0,0,0,0,0,1,0,0,1
ENSG00000255231.1,1,0,0,0,0,0,0,0,0,0
ENSG00000243930.1,0,0,0,0,0,0,0,0,0,0
ENSG00000150787.8,76,65,83,83,89,71,230,74,98,93
ENSG00000243250.1,5,2,0,1,1,2,0,1,1,5
ENSG00000188771.5,0,1,1,2,0,0,0,0,0,1
ENSG00000268472.2,0,0,0,0,0,0,0,1,0,1
ENSG00000213234.4,2,0,0,0,0,0,0,0,0,0
ENSG00000250303.6,50,29,38,41,71,70,65,54,61,48
ENSG00000206772.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254968.8,2,1,1,1,0,0,0,4,3,2
ENSG00000213233.5,0,0,0,0,0,0,0,0,0,0
ENSG00000255484.2,0,2,0,0,2,9,0,2,0,4
ENSG00000212397.1,0,0,0,0,0,0,0,0,0,0
ENSG00000285769.4,0,0,0,0,0,0,0,1,0,0
ENSG00000287006.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254626.1,0,0,0,0,0,0,0,0,0,0
ENSG00000288070.1,0,0,0,0,0,0,0,0,0,0
ENSG00000247416.5,0,0,1,0,0,0,0,0,2,0
ENSG00000149294.18,233,169,113,60,124,135,192,156,206,290
ENSG00000238998.1,0,0,0,0,0,0,0,0,0,0
ENSG00000227487.4,2,2,2,0,2,1,2,4,4,7
ENSG00000255129.7,0,0,2,0,1,0,2,0,2,2
ENSG00000149292.17,186,134,168,86,203,179,311,299,174,223
