,symbol
ENSG00000269151,ENSG00000269151
ENSG00000185186,LINC00313
ENSG00000200887,RNU6-598P
ENSG00000241717,VWFP1
ENSG00000233138,ENSG00000233138
ENSG00000172186,HMGN1P35
ENSG00000240513,ENSG00000240513
ENSG00000234763,ENSG00000234763
ENSG00000231550,PTCHD3P2
ENSG00000241947,HNRNPA1P24
ENSG00000270136,MICOS10-NBL1
ENSG00000260617,ENSG00000260617
ENSG00000284622,SCYGR10
ENSG00000234907,ENSG00000234907
ENSG00000257564,ENSG00000257564
ENSG00000253027,SNORA70
ENSG00000263895,ENSG00000263895
ENSG00000278374,U4
ENSG00000286950,ENSG00000286950
ENSG00000237339,LINC01502
ENSG00000252233,RN7SKP253
ENSG00000234946,SDHCP3
ENSG00000256480,ENSG00000256480
ENSG00000188691,OR56A5
ENSG00000211641,IGLV11-55
ENSG00000250532,ENSG00000250532
ENSG00000252116,RNU4ATAC4P
ENSG00000107159,CA9
ENSG00000268266,PKMYT1AR
ENSG00000227535,ENSG00000227535
ENSG00000275340,FGD5P1
ENSG00000260991,ENSG00000260991
ENSG00000163395,IGFN1
ENSG00000277705,ENSG00000277705
ENSG00000207170,RNU6-1215P
ENSG00000279607,ENSG00000279607
ENSG00000233760,LINC03095
ENSG00000231911,TPRKBP1
ENSG00000174145,NWD2
ENSG00000290815,ENSG00000290815
ENSG00000153930,ANKFN1
ENSG00000265172,MIR4262
ENSG00000180042,OR1R1P
ENSG00000271544,ENSG00000271544
ENSG00000184608,FAM167A-AS1
ENSG00000208025,MIR591
ENSG00000239079,ENSG00000239079
ENSG00000266901,ENSG00000266901
ENSG00000249332,LINC02149
ENSG00000249599,BMPR1B-DT
ENSG00000251550,ENSG00000251550
ENSG00000201210,RNA5SP139
ENSG00000212128,TAS2R13
ENSG00000248431,ENSG00000248431
ENSG00000256737,RBBP4P5
ENSG00000238143,TRPC6P4
ENSG00000200840,RNU6-82P
ENSG00000206705,Y_RNA
ENSG00000234775,ENSG00000234775
ENSG00000243468,INGX
ENSG00000238259,PHF5AP5
ENSG00000260134,C1QL1P1
ENSG00000239614,HMGN1P7
ENSG00000275386,ENSG00000275386
ENSG00000182040,USH1G
ENSG00000204479,PRAMEF17
ENSG00000260031,RPL10P14
ENSG00000227071,FOCAD-AS1
ENSG00000277235,ENSG00000277235
ENSG00000233295,FAM90A20
ENSG00000207136,RNU6-769P
ENSG00000251292,ERVH-1
ENSG00000233494,ENSG00000233494
ENSG00000286195,ENSG00000286195
ENSG00000253799,LINC01030
ENSG00000286175,FAM246B
ENSG00000205097,FRG2
ENSG00000168348,INSM2
ENSG00000236646,LAMTOR5P1
ENSG00000249101,ENSG00000249101
ENSG00000238285,MRPL50P2
ENSG00000206659,Y_RNA
ENSG00000222177,RNU4-30P
ENSG00000293082,ENSG00000293082
ENSG00000233428,PPIAP65
ENSG00000227581,STAU2P1
ENSG00000231744,ENSG00000231744
ENSG00000261195,ENSG00000261195
ENSG00000226292,RPS3AP10
ENSG00000253387,IGHVIII-5-1
ENSG00000202034,RNU6-399P
ENSG00000279770,LINC00552
ENSG00000254592,ENSG00000254592
ENSG00000257671,KRT7-AS
ENSG00000254038,ENSG00000254038
ENSG00000277743,ENSG00000277743
ENSG00000203387,SNF8P1
ENSG00000255192,NANOGP8
ENSG00000277213,SDR42E1P2
ENSG00000263684,ENSG00000263684
ENSG00000232867,RPL36AP34
ENSG00000117501,MROH9
ENSG00000188646,ENSG00000188646
ENSG00000217488,ENSG00000217488
ENSG00000280744,LINC01173
ENSG00000255250,ENSG00000255250
ENSG00000169676,DRD5
ENSG00000230502,ENSG00000230502
ENSG00000202402,Y_RNA
ENSG00000230535,BASP1P1
ENSG00000285883,ENSG00000285883
ENSG00000169876,MUC17
ENSG00000240527,ENSG00000240527
ENSG00000232998,VPS13A-AS1
ENSG00000259302,ENSG00000259302
ENSG00000261559,FSCN1P1
ENSG00000249283,ACTR3BP4
ENSG00000256923,ENSG00000256923
ENSG00000279779,ENSG00000279779
ENSG00000286865,ENSG00000286865
ENSG00000291301,ENSG00000291301
ENSG00000238765,RNA5SP57
ENSG00000231162,COX11P1
ENSG00000171360,KRT38
ENSG00000006788,MYH13
ENSG00000259336,ENSG00000259336
ENSG00000252316,RNY4
ENSG00000283415,ENSG00000283415
ENSG00000287319,ENSG00000287319
ENSG00000271653,ENSG00000271653
ENSG00000258051,ENSG00000258051
ENSG00000252892,RNU6-548P
ENSG00000214988,RPL7AP26
ENSG00000272381,LINC02664
ENSG00000268104,SLC6A14
ENSG00000204967,PCDHA4
ENSG00000253725,ENSG00000253725
ENSG00000290950,ENSG00000290950
ENSG00000197416,FABP12
ENSG00000232258,TMEM114
ENSG00000250613,ENSG00000250613
ENSG00000293047,WTAPP1
ENSG00000252655,Y_RNA
ENSG00000255210,ENSG00000255210
ENSG00000273115,ENSG00000273115
ENSG00000200756,RNU6-236P
ENSG00000265942,RN7SL577P
ENSG00000249851,RPS27AP18
ENSG00000263234,ENSG00000263234
ENSG00000279782,PPIAL4F
ENSG00000285978,ENSG00000285978
ENSG00000205695,ENSG00000205695
ENSG00000228948,SLC25A6P5
ENSG00000239744,RN7SL63P
ENSG00000286868,ENSG00000286868
ENSG00000206918,RNU6-1181P
ENSG00000227913,KRT8P44
ENSG00000257531,ENSG00000257531
ENSG00000269118,FAM90A28P
ENSG00000206995,Y_RNA
ENSG00000230221,ENSG00000230221
ENSG00000286583,ZBTB7C-AS1
ENSG00000154080,CHST9
ENSG00000163515,RETNLB
ENSG00000226367,ST7-AS2
ENSG00000101098,RIMS4
ENSG00000293068,ENSG00000293068
ENSG00000290013,ENSG00000290013
ENSG00000242441,GTF2A1L
ENSG00000273627,MIR4726
ENSG00000253413,ENSG00000253413
ENSG00000231902,ENSG00000231902
ENSG00000287270,ENSG00000287270
ENSG00000289528,ENSG00000289528
ENSG00000249737,ENSG00000249737
ENSG00000224541,ENSG00000224541
ENSG00000263979,MIR4672
ENSG00000286984,ENSG00000286984
ENSG00000232241,DYNLT3P1
ENSG00000224231,LINC01832
ENSG00000260644,HERC2P5
ENSG00000185739,SRL
ENSG00000249270,KATNBL1P4
ENSG00000252097,RNU6-346P
ENSG00000287831,ENSG00000287831
ENSG00000183273,CCDC60
ENSG00000204950,LRRC10B
ENSG00000253297,ENSG00000253297
ENSG00000267285,ENSG00000267285
ENSG00000234880,LINC00163
ENSG00000275090,RN7SL296P
ENSG00000225151,GOLGA2P7
ENSG00000262381,MTATP6P24
ENSG00000235794,MTND3P21
ENSG00000183709,IFNL2
ENSG00000255680,ENSG00000255680
ENSG00000259695,ENSG00000259695
ENSG00000273971,ENSG00000273971
ENSG00000271121,NUDT4P2
ENSG00000274772,Metazoa_SRP
ENSG00000277332,ENSG00000277332
ENSG00000225933,RPS14P5
ENSG00000081853,PCDHGA2
ENSG00000202279,Y_RNA
ENSG00000201298,RNU6-1164P
ENSG00000290095,ENSG00000290095
ENSG00000213063,RPL29P7
ENSG00000212396,RNA5SP323
ENSG00000233410,LINC01222
ENSG00000171180,OR2M4
ENSG00000257957,QRSL1P3
ENSG00000240627,ENSG00000240627
ENSG00000255356,ENSG00000255356
ENSG00000185823,NPAP1
ENSG00000211626,IGKV6D-41
ENSG00000229224,ENSG00000229224
ENSG00000242229,RPS3AP14
ENSG00000242986,RPL21P99
ENSG00000277870,FAM230A
ENSG00000252707,RNU11-2P
ENSG00000198090,KRTAP4-6
ENSG00000277531,PNMA8C
ENSG00000243083,LINC00870
ENSG00000233159,RPL31P16
ENSG00000258955,LINC00519
ENSG00000237787,LINC02877
ENSG00000278797,ENSG00000278797
ENSG00000244234,GMCL2
ENSG00000225827,SFTPA3P
ENSG00000204718,CNN2P12
ENSG00000251590,NIFKP7
ENSG00000170961,HAS2
ENSG00000287411,ENSG00000287411
ENSG00000261633,ENSG00000261633
ENSG00000259632,ENSG00000259632
ENSG00000259681,ENSG00000259681
ENSG00000224289,IFIT6P
ENSG00000228884,RPL23AP26
ENSG00000282121,ENSG00000282121
ENSG00000188338,SLC38A3
ENSG00000259546,ENSG00000259546
ENSG00000227330,ENSG00000227330
ENSG00000292345,ZBED1
ENSG00000234296,ENSG00000234296
ENSG00000227241,ENSG00000227241
ENSG00000140274,DUOXA2
ENSG00000225982,ENSG00000225982
ENSG00000206712,RNU6-26P
ENSG00000228953,ENSG00000228953
ENSG00000264207,ENSG00000264207
ENSG00000267656,ENSG00000267656
ENSG00000238987,RNU7-133P
ENSG00000101958,GLRA2
ENSG00000265946,ENSG00000265946
ENSG00000261704,IGHV1OR16-1
ENSG00000231845,HMGB3P14
ENSG00000275417,ENSG00000275417
ENSG00000207976,MIR607
ENSG00000104818,CGB2
ENSG00000162494,LRRC38
ENSG00000280018,ENSG00000280018
ENSG00000289349,ENSG00000289349
ENSG00000285016,ENSG00000285016
ENSG00000259429,UBE2Q2P2
ENSG00000199283,RNU1-58P
ENSG00000260723,ENSG00000260723
ENSG00000146374,RSPO3
ENSG00000289741,ENSG00000289741
ENSG00000243089,ENSG00000243089
ENSG00000220867,HSPE1P26
ENSG00000149633,KIAA1755
ENSG00000229231,FEM1AP1
ENSG00000184111,RPL11P4
ENSG00000168505,GBX2
ENSG00000233603,JTBP1
ENSG00000245768,ENSG00000245768
ENSG00000204065,TCEAL5
ENSG00000204021,LIPK
ENSG00000287587,ENSG00000287587
ENSG00000261217,BCAP31P1
ENSG00000224936,SUCLA2P1
ENSG00000257384,ENSG00000257384
ENSG00000230648,ENSG00000230648
ENSG00000106302,HYAL4
ENSG00000206963,RNU6-675P
ENSG00000249106,GPM6A-DT
ENSG00000105549,SPMAP2
ENSG00000225814,GRPEL2P2
ENSG00000176219,OR11H6
ENSG00000230320,BEND7P1
ENSG00000200897,ENSG00000200897
ENSG00000242814,ENSG00000242814
ENSG00000233479,ENSG00000233479
ENSG00000273293,ENSG00000273293
ENSG00000188716,DUSP29
ENSG00000272597,ENSG00000272597
ENSG00000096264,NCR2
ENSG00000292309,ENSG00000292309
ENSG00000110427,KIAA1549L
ENSG00000182836,PLCXD3
ENSG00000252297,RNU6-875P
ENSG00000228303,ENSG00000228303
ENSG00000234279,LINC01937
ENSG00000260146,ENSG00000260146
ENSG00000287182,ENSG00000287182
ENSG00000293300,ENSG00000293300
ENSG00000286163,ENSG00000286163
ENSG00000259026,ENSG00000259026
ENSG00000286339,ENSG00000286339
ENSG00000171873,ADRA1D
ENSG00000264911,ENSG00000264911
ENSG00000236365,EIF3MP1
ENSG00000065371,ROPN1
ENSG00000239827,SUGT1P3
ENSG00000218803,GSTM2P1
ENSG00000207086,Y_RNA
ENSG00000186675,MAGEE2
ENSG00000252096,ENSG00000252096
ENSG00000235947,EGOT
ENSG00000280288,ENSG00000280288
ENSG00000225689,ENSG00000225689
ENSG00000240021,TEX35
ENSG00000229423,RPL27AP8
ENSG00000237221,PPEF1-AS1
ENSG00000213115,ENSG00000213115
ENSG00000109576,AADAT
ENSG00000223217,RNU6-938P
ENSG00000231749,ABCA9-AS1
ENSG00000225581,TRIM53AP
ENSG00000289166,ENSG00000289166
ENSG00000243766,HOTTIP
ENSG00000228935,ENSG00000228935
ENSG00000203909,DPPA5
ENSG00000226759,DAB1-AS1
ENSG00000290323,TTTY16
ENSG00000292385,ENSG00000292385
ENSG00000223467,CALM1P1
ENSG00000242101,RN7SL416P
ENSG00000225462,FDPSP1
ENSG00000241524,RN7SL632P
ENSG00000198445,CCT8L2
ENSG00000167346,MMP26
ENSG00000233420,ENSG00000233420
ENSG00000176204,LRRTM4
ENSG00000261835,ENSG00000261835
ENSG00000237179,LINC01797
ENSG00000239002,SCARNA10
ENSG00000233533,MKNK2P1
ENSG00000197757,HOXC6
ENSG00000279628,ENSG00000279628
ENSG00000293153,ENSG00000293153
ENSG00000285969,ENSG00000285969
ENSG00000280711,JADRR
ENSG00000237745,RPL22P8
ENSG00000220091,LAP3P1
ENSG00000277073,MIR6131
ENSG00000236523,NPM1P40
ENSG00000259498,TPM1-AS
ENSG00000219159,ENSG00000219159
ENSG00000106541,AGR2
ENSG00000264371,MIR4425
ENSG00000270249,ENSG00000270249
ENSG00000261395,HSPE1P5
ENSG00000225366,CRIPTO3
ENSG00000234421,SLC25A5P4
ENSG00000212266,ENSG00000212266
ENSG00000258285,TESC-AS1
ENSG00000222208,RNA5SP129
ENSG00000202146,Y_RNA
ENSG00000166450,PRTG
ENSG00000260340,LINC02176
ENSG00000288077,ENSG00000288077
ENSG00000205669,ACOT6
ENSG00000250025,ENSG00000250025
ENSG00000292433,ENSG00000292433
ENSG00000153303,FRMD1
ENSG00000223145,RN7SKP112
ENSG00000277096,ENSG00000277096
ENSG00000267056,ENSG00000267056
ENSG00000252377,RNU6-504P
ENSG00000290088,ENSG00000290088
ENSG00000258408,NT5CP2
ENSG00000225383,SFTA1P
ENSG00000234726,ENSG00000234726
ENSG00000270038,ENSG00000270038
ENSG00000152670,DDX4
ENSG00000254118,MTCYBP20
ENSG00000124092,CTCFL
ENSG00000213559,HNRNPA1P64
ENSG00000267372,ENSG00000267372
ENSG00000112981,NME5
ENSG00000289148,ENSG00000289148
ENSG00000284985,ENSG00000284985
ENSG00000177673,TEX44
ENSG00000137976,DNASE2B
ENSG00000242540,ENSG00000242540
ENSG00000218261,RPA3P2
ENSG00000270474,IGHV3-29
ENSG00000200051,ENSG00000200051
ENSG00000232778,RPL23AP50
ENSG00000174898,CATSPERD
ENSG00000270698,ENSG00000270698
ENSG00000250594,RNF14P2
ENSG00000231392,ENSG00000231392
ENSG00000230978,LINC00160
ENSG00000258673,LINC01397
ENSG00000240963,ENSG00000240963
ENSG00000237701,ATP5PFP1
ENSG00000279442,ENSG00000279442
ENSG00000266185,RN7SL804P
ENSG00000115648,MLPH
ENSG00000224277,ENSG00000224277
ENSG00000258735,PPP1R13B-DT
ENSG00000259990,ENSG00000259990
ENSG00000207365,Y_RNA
ENSG00000254915,ENSG00000254915
ENSG00000268129,ENSG00000268129
ENSG00000250403,RPL7L1P14
ENSG00000253868,FER1L6-AS2
ENSG00000142623,PADI1
ENSG00000141316,SPACA3
ENSG00000266240,MIR5091
ENSG00000244378,RPS2P45
ENSG00000224810,ENSG00000224810
ENSG00000221763,MIR1289-1
ENSG00000240047,RPS3AP32
ENSG00000283000,LINC02635
ENSG00000236004,ENSG00000236004
ENSG00000258906,ENSG00000258906
ENSG00000165215,CLDN3
ENSG00000229960,ENSG00000229960
ENSG00000240423,LINC00636
ENSG00000276434,ENSG00000276434
ENSG00000257523,LINC02326
ENSG00000237746,ZNF101P1
ENSG00000122756,CNTFR
ENSG00000260395,ENSG00000260395
ENSG00000285751,ENSG00000285751
ENSG00000213328,ENSG00000213328
ENSG00000274452,U2
ENSG00000186191,BPIFB4
ENSG00000235131,TP73-AS2
ENSG00000208006,MIR16-1
ENSG00000258870,EIF4EBP1P1
ENSG00000290898,AGAP12P
ENSG00000235038,ENSG00000235038
ENSG00000243383,RN7SL89P
ENSG00000218363,SLC25A20P1
ENSG00000270934,ENSG00000270934
ENSG00000226186,ELOCP21
ENSG00000227583,RPS3AP37
ENSG00000176435,CLEC14A
ENSG00000273269,ENSG00000273269
ENSG00000286660,ENSG00000286660
ENSG00000287503,ENSG00000287503
ENSG00000287219,ENSG00000287219
ENSG00000235695,HIGD2AP2
ENSG00000235635,ENSG00000235635
ENSG00000199858,RNU6-1120P
ENSG00000201221,RNU4-40P
ENSG00000265820,MIR3177
ENSG00000279044,ENSG00000279044
ENSG00000231150,DNAH8-AS1
ENSG00000174226,SNX31
ENSG00000219500,ENSG00000219500
ENSG00000196620,UGT2B15
ENSG00000251451,GTF2IP9
ENSG00000257979,SNRPGP18
ENSG00000242251,RN7SL20P
ENSG00000283580,ENSG00000283580
ENSG00000185904,LINC00839
ENSG00000158022,TRIM63
ENSG00000285782,ENSG00000285782
ENSG00000293466,MGAT4EP
ENSG00000279534,ENSG00000279534
ENSG00000226040,ENSG00000226040
ENSG00000268650,ENSG00000268650
ENSG00000275475,IGHV3-54
ENSG00000239684,PTGER4P3
ENSG00000287582,ENSG00000287582
ENSG00000287897,ENSG00000287897
ENSG00000207090,RNU6-517P
ENSG00000213067,ENSG00000213067
ENSG00000274886,SEPTIN14P17
ENSG00000184459,BPIFC
ENSG00000172689,MS4A10
ENSG00000163914,RHO
ENSG00000165966,PDZRN4
ENSG00000252008,RNU6-927P
ENSG00000201003,ENSG00000201003
ENSG00000238447,RNU7-134P
ENSG00000272108,ENSG00000272108
ENSG00000251676,SNHG27
ENSG00000217805,ENSG00000217805
ENSG00000222698,Y_RNA
ENSG00000258010,ENSG00000258010
ENSG00000185274,GALNT17
ENSG00000287550,ENSG00000287550
ENSG00000261057,LINC00555
ENSG00000274486,ENSG00000274486
ENSG00000232747,IGKV1D-35
ENSG00000183304,FAM9A
ENSG00000284837,ENSG00000284837
ENSG00000253109,RPL12P22
ENSG00000235824,LINC00837
ENSG00000267557,ENSG00000267557
ENSG00000234215,CT66
ENSG00000230077,MTAPP2
ENSG00000257976,ENSG00000257976
ENSG00000289811,FAM95A
ENSG00000243777,ENSG00000243777
ENSG00000290546,ENSG00000290546
ENSG00000137573,SULF1
ENSG00000293472,ENSG00000293472
ENSG00000146233,CYP39A1
ENSG00000276693,ENSG00000276693
ENSG00000234698,ENSG00000234698
ENSG00000230122,ECEL1P3
ENSG00000253070,RNU6-794P
ENSG00000253697,ENSG00000253697
ENSG00000215873,FEN1P1
ENSG00000235494,ENSG00000235494
ENSG00000128510,CPA4
ENSG00000230682,GRPEL2P3
ENSG00000285686,LINC02834
ENSG00000261458,ENSG00000261458
ENSG00000286883,ENSG00000286883
ENSG00000239200,RPL22P20
ENSG00000249697,ENSG00000249697
ENSG00000187969,ZCCHC13
ENSG00000139656,SMIM2
ENSG00000177201,OR2T12
ENSG00000224357,ATG3P1
ENSG00000236115,ENSG00000236115
ENSG00000206880,RNU6-1310P
ENSG00000287258,ENSG00000287258
ENSG00000187951,ENSG00000187951
ENSG00000223092,RNA5SP115
ENSG00000197665,ENSG00000197665
ENSG00000284932,ENSG00000284932
ENSG00000232101,ENSG00000232101
ENSG00000219790,OSTCP6
ENSG00000278218,ENSG00000278218
ENSG00000263081,ENSG00000263081
ENSG00000255081,ENSG00000255081
ENSG00000270748,IGKV2OR2-1
ENSG00000259196,HMBOX1-IT1
ENSG00000211997,MIR708
ENSG00000248572,EGFLAM-AS2
ENSG00000260922,ENSG00000260922
ENSG00000229565,LINC02264
ENSG00000252985,SNORD116
ENSG00000253541,SEPTIN10P1
ENSG00000285920,ENSG00000285920
ENSG00000254677,OSBPL9P2
ENSG00000286510,ENSG00000286510
ENSG00000265995,ENSG00000265995
ENSG00000145835,CDKN2AIPNLP2
ENSG00000243287,RPS17P14
ENSG00000239988,RPL31P60
ENSG00000270159,ENSG00000270159
ENSG00000259774,ENSG00000259774
ENSG00000288072,ENSG00000288072
ENSG00000259676,ENSG00000259676
ENSG00000249721,ENSG00000249721
ENSG00000228322,GLIS3-AS2
ENSG00000171388,APLN
ENSG00000241884,ENSG00000241884
ENSG00000231689,LINC01090
ENSG00000161992,PRR35
ENSG00000289689,ENSG00000289689
ENSG00000233200,LINC02634
ENSG00000286041,ENSG00000286041
ENSG00000226715,LINC01709
ENSG00000236491,ENSG00000236491
ENSG00000251598,ENSG00000251598
ENSG00000176243,CDV3P1
ENSG00000256975,ENSG00000256975
ENSG00000249267,LINC00939
ENSG00000266850,ENSG00000266850
ENSG00000286358,ENSG00000286358
ENSG00000238754,SCARNA18B
ENSG00000255581,ENSG00000255581
ENSG00000233529,HCG21
ENSG00000228553,ENSG00000228553
ENSG00000274954,ENSG00000274954
ENSG00000250733,C8orf17
ENSG00000182601,HS3ST4
ENSG00000204471,TBC1D3P4
ENSG00000200254,RNU6-536P
ENSG00000226789,WBP11P2
ENSG00000230384,RPSAP25
ENSG00000252756,RNU6-577P
ENSG00000268660,LETM1P2
ENSG00000215304,ENSG00000215304
ENSG00000254103,PPIAP85
ENSG00000238709,RNU7-56P
ENSG00000219532,SELENOKP2
ENSG00000178662,CSRNP3
ENSG00000278543,ENSG00000278543
ENSG00000241162,RN7SL617P
ENSG00000214518,KRTAP2-2
ENSG00000259415,ENSG00000259415
ENSG00000230595,RSL24D1P2
ENSG00000235592,ENSG00000235592
ENSG00000254530,LINC02755
ENSG00000279134,ENSG00000279134
ENSG00000261293,ENSG00000261293
ENSG00000284783,ENSG00000284783
ENSG00000291148,AZGP1P1
ENSG00000253435,IGKV2-4
ENSG00000258599,ENSG00000258599
ENSG00000202100,Y_RNA
ENSG00000228521,ENSG00000228521
ENSG00000249266,MTHFD2P6
ENSG00000251303,CAB39P1
ENSG00000207292,Y_RNA
ENSG00000285940,ENSG00000285940
ENSG00000263666,SNORA70D
ENSG00000232375,ENSG00000232375
ENSG00000277413,ENSG00000277413
ENSG00000232136,DUXAP7
ENSG00000258425,ENSG00000258425
ENSG00000181518,OR8D4
ENSG00000257900,ENSG00000257900
ENSG00000165197,VEGFD
ENSG00000245067,IGFBP7-AS1
ENSG00000217330,SSXP10
ENSG00000268896,ENSG00000268896
ENSG00000227948,ENSG00000227948
ENSG00000286564,ENSG00000286564
ENSG00000248521,ENSG00000248521
ENSG00000264015,ENSG00000264015
ENSG00000235281,ENSG00000235281
ENSG00000036473,OTC
ENSG00000248930,CHP1P1
ENSG00000276851,ENSG00000276851
ENSG00000259543,ENSG00000259543
ENSG00000270387,ENSG00000270387
ENSG00000207242,RNU6-1065P
ENSG00000286763,ENSG00000286763
ENSG00000261348,LINC02136
ENSG00000234466,HDGFL3P1
ENSG00000234766,LINC01496
ENSG00000270935,ENSG00000270935
ENSG00000271848,SYNPO2L-AS1
ENSG00000279455,ENSG00000279455
ENSG00000227573,ENSG00000227573
ENSG00000273138,ENSG00000273138
ENSG00000199552,SNORA63
ENSG00000230891,LINC00692
ENSG00000232892,RGS5-AS1
ENSG00000263729,ENSG00000263729
ENSG00000229380,PRKAR1B-AS2
ENSG00000241228,RPL12P31
ENSG00000200959,SNORA74A
ENSG00000176406,RIMS2
ENSG00000269097,TPRG1LP1
ENSG00000264313,RN7SL644P
ENSG00000267433,ENSG00000267433
ENSG00000284672,ENSG00000284672
ENSG00000227764,NTRAS
ENSG00000224299,MTATP6P16
ENSG00000220125,MRPL32P1
ENSG00000278351,ENSG00000278351
ENSG00000271063,SNRPGP17
ENSG00000268079,BNIP3P30
ENSG00000216817,R3HDM2P2
ENSG00000219712,MARK2P18
ENSG00000224437,PIGUP1
ENSG00000214628,NDUFB5P2
ENSG00000171759,PAH
ENSG00000274441,ENSG00000274441
ENSG00000273792,ENSG00000273792
ENSG00000258712,CXADRP2
ENSG00000141979,ENSG00000141979
ENSG00000286816,ENSG00000286816
ENSG00000278068,ENSG00000278068
ENSG00000236836,PCYT1B-AS1
ENSG00000265181,MIR4674
ENSG00000285945,ENSG00000285945
ENSG00000288695,ENSG00000288695
ENSG00000223516,AFF2-IT1
ENSG00000273003,ARL2-SNX15
ENSG00000242931,RPL7P49
ENSG00000231681,ENSG00000231681
ENSG00000288540,ENSG00000288540
ENSG00000215871,ENSG00000215871
ENSG00000252845,RNA5SP101
ENSG00000288584,ENSG00000288584
ENSG00000239570,SETP11
ENSG00000206599,RNU6-841P
ENSG00000213076,ENSG00000213076
ENSG00000223826,LINC01870
ENSG00000225286,ENSG00000225286
ENSG00000280083,ENSG00000280083
ENSG00000264028,RN7SL744P
ENSG00000227152,OR2T7
ENSG00000258445,MAD2L1P1
ENSG00000273471,ENSG00000273471
ENSG00000276949,ENSG00000276949
ENSG00000286832,ENSG00000286832
ENSG00000279462,ENSG00000279462
ENSG00000255500,ENSG00000255500
ENSG00000233708,ENSG00000233708
ENSG00000268333,ENSG00000268333
ENSG00000227484,ENSG00000227484
ENSG00000286362,ENSG00000286362
ENSG00000285714,ENSG00000285714
ENSG00000293333,ENSG00000293333
ENSG00000264101,MIR4689
ENSG00000269043,ENSG00000269043
ENSG00000164107,HAND2
ENSG00000254350,ENSG00000254350
ENSG00000121068,TBX2
ENSG00000271573,ENSG00000271573
ENSG00000263793,MIR3115
ENSG00000293186,ENSG00000293186
ENSG00000270809,CHCHD2P11
ENSG00000207450,Y_RNA
ENSG00000237137,ENSG00000237137
ENSG00000236069,ENSG00000236069
ENSG00000260653,MIR3147HG
ENSG00000222986,RNU5A-5P
ENSG00000283256,U6
ENSG00000222282,RNU6-584P
ENSG00000215174,NLRP2B
ENSG00000204671,IL31
ENSG00000142515,KLK3
ENSG00000233069,ENSG00000233069
ENSG00000202300,RNU6-487P
ENSG00000221662,MIR1290
ENSG00000244157,EIF4E2P2
ENSG00000232760,ENSG00000232760
ENSG00000290424,ENSG00000290424
ENSG00000291219,ENSG00000291219
ENSG00000215065,DUSP8P1
ENSG00000278171,ENSG00000278171
ENSG00000232610,CCT6P4
ENSG00000226917,LINC01276
ENSG00000267200,MIR132
ENSG00000290092,ENSG00000290092
ENSG00000181927,OR4P4
ENSG00000204300,TMEM225
ENSG00000215208,KRT18P60
ENSG00000222432,Y_RNA
ENSG00000166596,CFAP52
ENSG00000279115,ENSG00000279115
ENSG00000283146,MIR548AU
ENSG00000289518,ENSG00000289518
ENSG00000101890,GUCY2F
ENSG00000287640,ENSG00000287640
ENSG00000206075,SERPINB5
ENSG00000102452,NALCN
ENSG00000202361,Y_RNA
ENSG00000267059,ENSG00000267059
ENSG00000289190,ENSG00000289190
ENSG00000293142,ENSG00000293142
ENSG00000264322,RN7SL448P
ENSG00000231882,F10-AS1
ENSG00000176826,FKBP9P1
ENSG00000282952,ENSG00000282952
ENSG00000172137,CALB2
ENSG00000197444,OGDHL
ENSG00000166923,GREM1
ENSG00000257754,ENSG00000257754
ENSG00000108688,CCL7
ENSG00000285424,ENSG00000285424
ENSG00000204876,ENSG00000204876
ENSG00000273238,TMEM271
ENSG00000013293,SLC7A14
ENSG00000230823,CBX1P1
ENSG00000266296,ARIH2P1
ENSG00000250227,TRIM60P14
ENSG00000287332,ENSG00000287332
ENSG00000275139,ENSG00000275139
ENSG00000256888,LINC02366
ENSG00000261081,ENSG00000261081
ENSG00000269345,VN1R85P
ENSG00000278967,ENSG00000278967
ENSG00000229742,ENSG00000229742
ENSG00000279659,ENSG00000279659
ENSG00000289857,ENSG00000289857
ENSG00000264330,MIR5186
ENSG00000261072,ENSG00000261072
ENSG00000244532,RN7SL380P
ENSG00000266893,ENSG00000266893
ENSG00000285766,ENSG00000285766
ENSG00000224466,CDCA4P2
ENSG00000258630,LINC02292
ENSG00000270800,RPS10-NUDT3
ENSG00000272715,ENSG00000272715
ENSG00000257173,AK6P2
ENSG00000271005,CTHRC1P1
ENSG00000235649,MXRA5Y
ENSG00000233129,ENSG00000233129
ENSG00000261475,LINC02190
ENSG00000233545,CYCSP33
ENSG00000201984,Y_RNA
ENSG00000275355,Metazoa_SRP
ENSG00000259685,IDH2-DT
ENSG00000236521,NPAP1P4
ENSG00000253247,IGHV3-76
ENSG00000266421,MIR4451
ENSG00000279474,ENSG00000279474
ENSG00000243925,RPS24P18
ENSG00000234480,MTCO2P18
ENSG00000283156,ENSG00000283156
ENSG00000213201,FABP5P10
ENSG00000267215,ENSG00000267215
ENSG00000243501,ENSG00000243501
ENSG00000248699,ENSG00000248699
ENSG00000254120,LINC02155
ENSG00000249976,ENSG00000249976
ENSG00000250604,ENSG00000250604
ENSG00000238141,BRWD1-AS1
ENSG00000268531,ENSG00000268531
ENSG00000253680,ENSG00000253680
ENSG00000290707,MED15P9
ENSG00000288049,ENSG00000288049
ENSG00000250413,SLC2A9-AS1
ENSG00000267920,SNX6P1
ENSG00000217414,DDX18P3
ENSG00000224039,CDYLP1
ENSG00000254934,LINC00678
ENSG00000255372,ENSG00000255372
ENSG00000286058,ENSG00000286058
