,symbol
ENSG00000235438,ESRRAP2
ENSG00000234841,ENSG00000234841
ENSG00000290674,ENSG00000290674
ENSG00000228098,ENSG00000228098
ENSG00000229367,HMGN2P19
ENSG00000259234,ANKRD34C-AS1
ENSG00000236720,LINC01741
ENSG00000183908,LRRC55
ENSG00000185372,OR2V1
ENSG00000219404,NGRNP4
ENSG00000232751,ENSG00000232751
ENSG00000273331,TM4SF19-DYNLT2B
ENSG00000223624,ENSG00000223624
ENSG00000224323,DPRXP1
ENSG00000248927,ENSG00000248927
ENSG00000279143,ENSG00000279143
ENSG00000256508,MRGPRF-AS1
ENSG00000276121,ENSG00000276121
ENSG00000234999,SNRPCP19
ENSG00000212712,ENSG00000212712
ENSG00000232875,HMGN2P35
ENSG00000148948,LRRC4C
ENSG00000206685,RNU6-1189P
ENSG00000242061,ENSG00000242061
ENSG00000237409,ENSG00000237409
ENSG00000285631,ENSG00000285631
ENSG00000249888,ENSG00000249888
ENSG00000207379,Y_RNA
ENSG00000254310,ENSG00000254310
ENSG00000237330,RNF223
ENSG00000258845,ENSG00000258845
ENSG00000280800,ENSG00000280800
ENSG00000289188,ENSG00000289188
ENSG00000202059,ENSG00000202059
ENSG00000234720,ATP5F1AP8
ENSG00000198670,LPA
ENSG00000220131,ENSG00000220131
ENSG00000228879,RPL35AP6
ENSG00000271958,ENSG00000271958
ENSG00000149742,SLC22A9
ENSG00000271969,ENSG00000271969
ENSG00000293452,ENSG00000293452
ENSG00000237849,NFYAP1
ENSG00000224384,ENSG00000224384
ENSG00000222007,ENSG00000222007
ENSG00000278716,ENSG00000278716
ENSG00000205116,TMEM88B
ENSG00000180433,OR6K6
ENSG00000251892,RNU7-84P
ENSG00000242527,ENSG00000242527
ENSG00000258905,TRAV32
ENSG00000253477,ENSG00000253477
ENSG00000267281,ATF7-NPFF
ENSG00000205976,ENSG00000205976
ENSG00000206684,RNU6-157P
ENSG00000248550,OTX2-AS1
ENSG00000255847,ENSG00000255847
ENSG00000287466,ENSG00000287466
ENSG00000289287,ENSG00000289287
ENSG00000082556,OPRK1
ENSG00000201343,Y_RNA
ENSG00000251299,SLC25A15P3
ENSG00000266202,ENSG00000266202
ENSG00000280623,PCAT14
ENSG00000178243,LINC02907
ENSG00000226631,SLC9A3P3
ENSG00000203307,FAM78B-AS1
ENSG00000201308,RNU6-512P
ENSG00000163012,ZSWIM2
ENSG00000228143,ENSG00000228143
ENSG00000239365,RPS26P49
ENSG00000208022,MIR618
ENSG00000266664,ENSG00000266664
ENSG00000218772,FAM8A6P
ENSG00000216740,ANXA2P3
ENSG00000248590,GLDCP1
ENSG00000286229,ENSG00000286229
ENSG00000282059,CICP19
ENSG00000274835,ENSG00000274835
ENSG00000214782,MS4A18
ENSG00000228992,RPL5P32
ENSG00000249085,TNPO1-DT
ENSG00000213926,MSRB1P1
ENSG00000151834,GABRA2
ENSG00000261706,LINC00165
ENSG00000248696,ENSG00000248696
ENSG00000240471,PHB1P8
ENSG00000253528,ENSG00000253528
ENSG00000249091,ENSG00000249091
ENSG00000226818,SLC6A6P1
ENSG00000151365,THRSP
ENSG00000274244,ENSG00000274244
ENSG00000226724,HRGP2
ENSG00000226374,LINC01345
ENSG00000253606,AFG3L2P1
ENSG00000289417,ENSG00000289417
ENSG00000178401,DNAJC22
ENSG00000286344,ENSG00000286344
ENSG00000270066,ENSG00000270066
ENSG00000257522,ENSG00000257522
ENSG00000285705,ENSG00000285705
ENSG00000222890,RNU6-1068P
ENSG00000266729,DSG1-AS1
ENSG00000260795,ENSG00000260795
ENSG00000286418,ENSG00000286418
ENSG00000270665,HNRNPA1P67
ENSG00000253110,ENSG00000253110
ENSG00000284744,ENSG00000284744
ENSG00000233222,ENSG00000233222
ENSG00000255229,ENSG00000255229
ENSG00000226540,GAPDHP73
ENSG00000251352,ENSG00000251352
ENSG00000207305,Y_RNA
ENSG00000260520,ENSG00000260520
ENSG00000254129,ENSG00000254129
ENSG00000178233,TMEM151B
ENSG00000293436,ENSG00000293436
ENSG00000225391,NHEG1
ENSG00000293226,VENTXP1
ENSG00000213416,KRTAP4-12
ENSG00000225000,ENSG00000225000
ENSG00000241307,RPL7AP24
ENSG00000200086,RNU6-433P
ENSG00000222123,RNA5SP390
ENSG00000251106,ABITRAMP1
ENSG00000258517,ENSG00000258517
ENSG00000176752,OR51A1P
ENSG00000274923,ENSG00000274923
ENSG00000244039,FAM20BP1
ENSG00000256193,LINC00507
ENSG00000290894,PCDHB18P
ENSG00000293432,ENSG00000293432
ENSG00000266507,MIR4479
ENSG00000290829,ENSG00000290829
ENSG00000284952,ENSG00000284952
ENSG00000215760,TAF9BP2
ENSG00000256851,ENSG00000256851
ENSG00000267603,LINC01028
ENSG00000285727,ENSG00000285727
ENSG00000229785,SLC25A38P1
ENSG00000289143,ENSG00000289143
ENSG00000279819,ENSG00000279819
ENSG00000277311,ENSG00000277311
ENSG00000233871,DLG5-AS1
ENSG00000241720,ENSG00000241720
ENSG00000207089,RNU6-921P
ENSG00000254949,GNG5P3
ENSG00000225087,ENSG00000225087
ENSG00000231361,RPS29P23
ENSG00000251438,ENSG00000251438
ENSG00000230459,ENSG00000230459
ENSG00000130700,GATA5
ENSG00000227578,RPS3AP53
ENSG00000261680,ENSG00000261680
ENSG00000188660,LINC00319
ENSG00000291281,COL6A4P1
ENSG00000280571,ENSG00000280571
ENSG00000074047,GLI2
ENSG00000267561,ENSG00000267561
ENSG00000244432,RPL39P28
ENSG00000182963,GJC1
ENSG00000258897,EGLN3-AS1
ENSG00000260170,ENSG00000260170
ENSG00000251588,ENSG00000251588
ENSG00000233888,MTCO2P17
ENSG00000268804,LINC02132
ENSG00000232903,LINC01166
ENSG00000213118,CHCHD2P4
ENSG00000260416,ENSG00000260416
ENSG00000215023,ENSG00000215023
ENSG00000237251,ENSG00000237251
ENSG00000138308,PLA2G12B
ENSG00000252779,RNU6-182P
ENSG00000281091,ENSG00000281091
ENSG00000259136,ENSG00000259136
ENSG00000226640,ENSG00000226640
ENSG00000213403,CISD1P1
ENSG00000274064,ENSG00000274064
ENSG00000259229,ENSG00000259229
ENSG00000276124,MIR6855
ENSG00000270777,ENSG00000270777
ENSG00000268066,FMR1-AS1
ENSG00000279418,LINC00244
ENSG00000261103,ENSG00000261103
ENSG00000251990,RNA5SP180
ENSG00000221783,MIR1183
ENSG00000263677,ENSG00000263677
ENSG00000179256,SMCO3
ENSG00000259708,DNAJA4-DT
ENSG00000225294,OSTCP2
ENSG00000001626,CFTR
ENSG00000270443,ENSG00000270443
ENSG00000254306,ENSG00000254306
ENSG00000263969,RN7SL678P
ENSG00000286062,ENSG00000286062
ENSG00000254768,SLC17A6-DT
ENSG00000227968,BUB3P1
ENSG00000229770,ENSG00000229770
ENSG00000201109,RNA5SP245
ENSG00000172318,B3GALT1
ENSG00000259983,ENSG00000259983
ENSG00000270612,ENSG00000270612
ENSG00000272664,OR51C4P
ENSG00000102128,RAB40AL
ENSG00000199012,MIR412
ENSG00000227597,WASF1P1
ENSG00000285588,ENSG00000285588
ENSG00000255811,ENSG00000255811
ENSG00000251545,ENSG00000251545
ENSG00000233848,ENSG00000233848
ENSG00000243954,RN7SL743P
ENSG00000212550,RNU1-78P
ENSG00000205642,VCX3B
ENSG00000254203,IGHVII-33-1
ENSG00000227261,YWHAZP7
ENSG00000254724,OR7E10P
ENSG00000223489,NEFHP1
ENSG00000222679,RNU6-1267P
ENSG00000244491,ENSG00000244491
ENSG00000288683,ENSG00000288683
ENSG00000224893,LINC02840
ENSG00000240760,RPL31P56
ENSG00000230835,ENSG00000230835
ENSG00000218574,HNRNPA1P37
ENSG00000229064,ENSG00000229064
ENSG00000262662,ENSG00000262662
ENSG00000196570,PFN3
ENSG00000183206,POTEC
ENSG00000213048,OR5S1P
ENSG00000267206,LCN6
ENSG00000279266,ENSG00000279266
ENSG00000250189,ENSG00000250189
ENSG00000287211,ENSG00000287211
ENSG00000260422,ENSG00000260422
ENSG00000274578,ENSG00000274578
ENSG00000271705,RPL17P3
ENSG00000222162,RN7SKP151
ENSG00000222921,RNA5SP104
ENSG00000271171,LINC00904
ENSG00000264616,MIR4755
ENSG00000222755,RN7SKP206
ENSG00000285673,ENSG00000285673
ENSG00000286424,ENSG00000286424
ENSG00000207952,MIR624
ENSG00000225293,ABCD1P4
ENSG00000254620,ENSG00000254620
ENSG00000213522,RAC1P5
ENSG00000213701,SETP22
ENSG00000286266,ENSG00000286266
ENSG00000258455,ENSG00000258455
ENSG00000252335,RNU6-62P
ENSG00000234995,RPS3AP28
ENSG00000287039,ENSG00000287039
ENSG00000136939,OR1L4
ENSG00000272435,RNA5SP357
ENSG00000274686,Metazoa_SRP
ENSG00000278524,MIR6810
ENSG00000288667,ENSG00000288667
ENSG00000261177,ENSG00000261177
ENSG00000229247,ENSG00000229247
ENSG00000201596,Y_RNA
ENSG00000229046,HMGN1P2
ENSG00000261431,DHX35-DT
ENSG00000243675,RPL35AP9
ENSG00000267717,SRSF10P1
ENSG00000267315,UFM1P2
ENSG00000228275,ARMCX3-AS1
ENSG00000254112,ENSG00000254112
ENSG00000232568,RPL23AP35
ENSG00000251579,ENSG00000251579
ENSG00000274614,ENSG00000274614
ENSG00000293102,ENSG00000293102
ENSG00000268723,ENSG00000268723
ENSG00000170370,EMX2
ENSG00000236545,ENSG00000236545
ENSG00000238020,HTR3E-AS1
ENSG00000137558,PI15
ENSG00000231331,ENSG00000231331
ENSG00000212398,RNU6-1248P
ENSG00000280444,ENSG00000280444
ENSG00000248498,ASNSP1
ENSG00000111783,RFX4
ENSG00000201823,SNORD48
ENSG00000259611,LINC01582
ENSG00000229452,CPVL-AS1
ENSG00000254220,IGKV2D-18
ENSG00000251870,RNU2-69P
ENSG00000262587,ENSG00000262587
ENSG00000279578,ENSG00000279578
ENSG00000254381,TUBB8P5
ENSG00000230033,ENSG00000230033
ENSG00000274354,ENSG00000274354
ENSG00000164694,FNDC1
ENSG00000278813,ENSG00000278813
ENSG00000224599,BMS1P12
ENSG00000282160,ENSG00000282160
ENSG00000196390,ENSG00000196390
ENSG00000237882,PPIAP13
ENSG00000258323,ENSG00000258323
ENSG00000257947,ENSG00000257947
ENSG00000287981,ENSG00000287981
ENSG00000093100,ENSG00000093100
ENSG00000272895,ENSG00000272895
ENSG00000269546,CLIC4P2
ENSG00000258314,ENSG00000258314
ENSG00000237115,ENSG00000237115
ENSG00000252363,RNU7-43P
ENSG00000259129,LINC00648
ENSG00000207453,RNU6-535P
ENSG00000257289,ENSG00000257289
ENSG00000207023,RNU6-975P
ENSG00000286415,ENSG00000286415
ENSG00000255734,HNRNPABP1
ENSG00000249650,CEP72-DT
ENSG00000286231,ENSG00000286231
ENSG00000289432,ENSG00000289432
ENSG00000208308,SNORA40B
ENSG00000248221,STX18-IT1
ENSG00000188784,PLA2G2E
ENSG00000241911,TRBVB
ENSG00000261017,ENSG00000261017
ENSG00000266533,MIR3619
ENSG00000219284,ENSG00000219284
ENSG00000242182,RN7SL745P
ENSG00000235200,LINC01702
ENSG00000258224,ENSG00000258224
ENSG00000231556,RSL24D1P3
ENSG00000253431,SRPK2P
ENSG00000203280,KIAA1671-AS1
ENSG00000258626,COX7A2P1
ENSG00000293000,ENSG00000293000
ENSG00000200201,Y_RNA
ENSG00000275655,RN7SL313P
ENSG00000253557,ENSG00000253557
ENSG00000286142,ENSG00000286142
ENSG00000221400,SNORD3J
ENSG00000128313,APOL5
ENSG00000233370,ACTR1AP1
ENSG00000197503,LINC00477
ENSG00000236965,OR52N3P
ENSG00000267665,ENSG00000267665
ENSG00000207992,MIR519A1
ENSG00000222033,LINC01124
ENSG00000238111,RPS13P4
ENSG00000257398,ENSG00000257398
ENSG00000135454,B4GALNT1
ENSG00000169515,CCDC8
ENSG00000259342,ENSG00000259342
ENSG00000273907,CA15P2
ENSG00000178372,CALML5
ENSG00000224236,MRRFP1
ENSG00000201560,RNU6-973P
ENSG00000256603,ENSG00000256603
ENSG00000277458,ENSG00000277458
ENSG00000222736,RNU4-6P
ENSG00000231780,RBISP6
ENSG00000106025,TSPAN12
ENSG00000286259,ENSG00000286259
ENSG00000251886,RNU6-120P
ENSG00000227179,PGBP
ENSG00000233977,ENSG00000233977
ENSG00000126785,RHOJ
ENSG00000253574,ENSG00000253574
ENSG00000252485,Vault
ENSG00000269736,ENSG00000269736
ENSG00000178235,SLITRK1
ENSG00000187550,SBK2
ENSG00000286543,ENSG00000286543
ENSG00000144596,GRIP2
ENSG00000286033,ENSG00000286033
ENSG00000230622,UQCRHP1
ENSG00000254002,ENSG00000254002
ENSG00000283464,ENSG00000283464
ENSG00000223502,ENSG00000223502
ENSG00000233086,LNCARSR
ENSG00000259055,ENSG00000259055
ENSG00000278181,ENSG00000278181
ENSG00000274713,MIR7974
ENSG00000259518,LINC01583
ENSG00000222627,RNU2-37P
ENSG00000237282,LINC00851
ENSG00000236343,EI24P4
ENSG00000283453,PRIM2BP
ENSG00000218902,PTMAP3
ENSG00000235833,ENSG00000235833
ENSG00000275011,ALOXE3P1
ENSG00000163364,LINC01116
ENSG00000252770,RNU7-4P
ENSG00000228044,ENSG00000228044
ENSG00000183632,TP53TG3
ENSG00000258534,ENSG00000258534
ENSG00000293276,ENSG00000293276
ENSG00000237024,RPL21P33
ENSG00000255672,ENSG00000255672
ENSG00000268870,ENSG00000268870
ENSG00000284698,ENSG00000284698
ENSG00000256632,ENSG00000256632
ENSG00000274297,ENSG00000274297
ENSG00000249875,ENSG00000249875
ENSG00000256103,ATP5MFP5
ENSG00000236336,CDYL-AS1
ENSG00000186038,HTR3E
ENSG00000250447,LINC02105
ENSG00000270607,LEISA1
ENSG00000183862,CNGA2
ENSG00000236511,LINC01231
ENSG00000234634,LINC02093
ENSG00000258989,ENSG00000258989
ENSG00000213302,RPL31P37
ENSG00000241818,SCG5-AS1
ENSG00000263343,ENSG00000263343
ENSG00000253460,IGKV2OR22-3
ENSG00000219806,ATP5PBP6
ENSG00000258171,LINC02412
ENSG00000248425,ENSG00000248425
ENSG00000180658,OR2A4
ENSG00000252072,RNA5SP320
ENSG00000256739,ENSG00000256739
ENSG00000243333,RN7SL174P
ENSG00000275997,ENSG00000275997
ENSG00000252499,RNU6-63P
ENSG00000270757,HSPE1-MOB4
ENSG00000254227,ENSG00000254227
ENSG00000265460,ENSG00000265460
ENSG00000199975,RN7SKP243
ENSG00000254329,IGHVII-60-1
ENSG00000185519,FAM131C
ENSG00000254864,ENSG00000254864
ENSG00000278696,RN7SL82P
ENSG00000237621,OR9A1P
ENSG00000235209,ENSG00000235209
ENSG00000241939,RN7SL517P
ENSG00000274333,LINC03104
ENSG00000159248,GJD2
ENSG00000254047,ENSG00000254047
ENSG00000234119,METAP2P1
ENSG00000286894,ENSG00000286894
ENSG00000279180,ENSG00000279180
ENSG00000207440,RNU6-541P
ENSG00000258502,LINC02290
ENSG00000115361,ACADL
ENSG00000287635,ENSG00000287635
ENSG00000286738,ENSG00000286738
ENSG00000260555,ENSG00000260555
ENSG00000237387,ENSG00000237387
ENSG00000283097,ENSG00000283097
ENSG00000287379,ENSG00000287379
ENSG00000264859,DSG2-AS1
ENSG00000197905,TEAD4
ENSG00000278549,MIR6736
ENSG00000284702,ENSG00000284702
ENSG00000213487,ASS1P4
ENSG00000256199,ENSG00000256199
ENSG00000249056,ENSG00000249056
ENSG00000235292,ENSG00000235292
ENSG00000249820,AFF4P1
ENSG00000271484,ABI1P1
ENSG00000185296,ENSG00000185296
ENSG00000271666,ENSG00000271666
ENSG00000284964,ENSG00000284964
ENSG00000063515,GSC2
ENSG00000222399,RNU6-791P
ENSG00000267204,LINC01782
ENSG00000291277,ENSG00000291277
ENSG00000278862,ENSG00000278862
ENSG00000240502,RN7SL837P
ENSG00000267311,ENSG00000267311
ENSG00000250825,PGAM1P12
ENSG00000111218,PRMT8
ENSG00000242315,RN7SL685P
ENSG00000183629,GOLGA8G
ENSG00000292997,ENSG00000292997
ENSG00000237076,ENSG00000237076
ENSG00000174992,ZG16
ENSG00000267530,LINC01836
ENSG00000271676,ENSG00000271676
ENSG00000230208,IFNNP1
ENSG00000265289,ENSG00000265289
ENSG00000259437,ENSG00000259437
ENSG00000241346,SNRPCP11
ENSG00000286959,ENSG00000286959
ENSG00000287523,ENSG00000287523
ENSG00000263620,ENSG00000263620
ENSG00000096395,MLN
ENSG00000225347,SLC25A5P8
ENSG00000234655,OR7E155P
ENSG00000233721,ENSG00000233721
ENSG00000222230,RNA5SP158
ENSG00000263456,MIR5189
ENSG00000251087,ALG1L3P
ENSG00000182397,DNM1P46
ENSG00000248366,TRAJ51
ENSG00000212505,RNA5SP299
ENSG00000086159,AQP6
ENSG00000233782,ZNF90P3
ENSG00000258740,ENSG00000258740
ENSG00000255703,ENSG00000255703
ENSG00000290769,ENSG00000290769
ENSG00000235669,CHN2-AS1
ENSG00000231702,ENSG00000231702
ENSG00000251812,Y_RNA
ENSG00000250577,ENSG00000250577
ENSG00000226839,MTND6P11
ENSG00000241218,CSP2
ENSG00000249868,ENSG00000249868
ENSG00000233535,ENSG00000233535
ENSG00000238959,RNU7-19P
ENSG00000273712,ENSG00000273712
ENSG00000256463,SALL3
ENSG00000259295,CSPG4P12
ENSG00000229717,ENSG00000229717
ENSG00000279889,ENSG00000279889
ENSG00000261320,ENSG00000261320
ENSG00000225665,SAR1AP3
ENSG00000278522,POTEB3
ENSG00000242440,LINC02046
ENSG00000232762,ENSG00000232762
ENSG00000237813,ENSG00000237813
ENSG00000261007,NPM1P3
ENSG00000272804,KRTAP10-7
ENSG00000201882,ENSG00000201882
ENSG00000279093,ENSG00000279093
ENSG00000223039,RN7SKP268
ENSG00000288575,ENSG00000288575
ENSG00000274988,MIR6876
ENSG00000241810,HMGN2P13
ENSG00000254109,RBPMS-AS1
ENSG00000228872,CSP1
ENSG00000226339,RPS26P56
ENSG00000237088,RPL7AP48
ENSG00000201554,Y_RNA
ENSG00000237139,RPS26P41
ENSG00000213184,SAE1P1
ENSG00000232217,FTLP8
ENSG00000201876,RNA5SP97
ENSG00000261834,IGHV3OR16-15
ENSG00000277883,NLRP3P1
ENSG00000222094,RNU2-65P
ENSG00000207105,Y_RNA
ENSG00000229953,BCAN-AS2
ENSG00000287268,ENSG00000287268
ENSG00000235462,TAB3P1
ENSG00000280238,ENSG00000280238
ENSG00000226338,ENSG00000226338
ENSG00000234650,PCCA-AS1
ENSG00000254039,ENSG00000254039
ENSG00000240210,RPL7AP5
ENSG00000146809,ASB15
ENSG00000235218,DNAJC17P1
ENSG00000255745,ENSG00000255745
ENSG00000286039,ENSG00000286039
ENSG00000273637,ENSG00000273637
ENSG00000230635,CYP4F60P
ENSG00000239699,HNRNPA3P8
ENSG00000258401,ATP5MC2P2
ENSG00000237252,MMADHCP1
ENSG00000231508,RPL34P20
ENSG00000257327,ENSG00000257327
ENSG00000243499,RPS6P21
ENSG00000287623,ENSG00000287623
ENSG00000285719,ENSG00000285719
ENSG00000222869,RNU6-565P
ENSG00000230080,ENSG00000230080
ENSG00000125492,BARHL1
ENSG00000231081,ENSG00000231081
ENSG00000228559,ENSG00000228559
ENSG00000252171,Y_RNA
ENSG00000234193,ACSL3-AS1
ENSG00000273481,ENSG00000273481
ENSG00000149507,OOSP2
ENSG00000235485,ENSG00000235485
ENSG00000267132,HMGB3P27
ENSG00000265521,MIR5697
ENSG00000229622,MTND5P2
ENSG00000236550,ENSG00000236550
ENSG00000286322,ENSG00000286322
ENSG00000103710,RASL12
ENSG00000229315,MCHR2-AS1
ENSG00000222072,Y_RNA
ENSG00000233694,LINC02579
ENSG00000259675,ENSG00000259675
ENSG00000251385,MTCYBP16
ENSG00000215560,TTTY5
ENSG00000264421,ENSG00000264421
ENSG00000237623,NICN2P
ENSG00000102924,CBLN1
ENSG00000255359,CCDC179
ENSG00000222488,RNU6-285P
ENSG00000257016,SLC25A39P2
ENSG00000267786,ENSG00000267786
ENSG00000269504,ENSG00000269504
ENSG00000233425,KRT18P67
ENSG00000254035,ENSG00000254035
ENSG00000196472,ENSG00000196472
ENSG00000166407,LMO1
ENSG00000249411,ENSG00000249411
ENSG00000262920,ENSG00000262920
ENSG00000228685,ENSG00000228685
ENSG00000285773,ENSG00000285773
ENSG00000106852,LHX6
ENSG00000228431,ARL5AP3
ENSG00000289864,ENSG00000289864
ENSG00000130528,HRC
ENSG00000276532,Metazoa_SRP
ENSG00000203496,ENSG00000203496
ENSG00000288595,ENSG00000288595
ENSG00000157119,KLHL40
ENSG00000238122,ENSG00000238122
ENSG00000271070,GMCL1P2
ENSG00000274387,ENSG00000274387
ENSG00000199497,RNU1-94P
ENSG00000244056,RN7SL417P
ENSG00000287283,ENSG00000287283
ENSG00000184140,OR4F6
ENSG00000286770,ENSG00000286770
ENSG00000268416,ENSG00000268416
ENSG00000215586,ENSG00000215586
ENSG00000258698,ENSG00000258698
ENSG00000238090,ENSG00000238090
ENSG00000254221,PCDHGB1
ENSG00000244137,ENSG00000244137
ENSG00000234713,ENSG00000234713
ENSG00000201142,RNU1-151P
ENSG00000174417,TRHR
ENSG00000255230,VPS51P17
ENSG00000179136,LINC00670
ENSG00000249084,ENSG00000249084
ENSG00000202177,Y_RNA
ENSG00000230026,ENSG00000230026
ENSG00000187123,LYPD6
ENSG00000285733,ENSG00000285733
ENSG00000220748,ISG20L2P1
ENSG00000164197,RNF180
ENSG00000265246,ENSG00000265246
ENSG00000289527,ENSG00000289527
ENSG00000271390,ENSG00000271390
ENSG00000230787,PSAT1P3
ENSG00000283701,MIR555
ENSG00000252800,ENSG00000252800
ENSG00000200389,RNU6-509P
ENSG00000260046,ENSG00000260046
ENSG00000249464,LINC01091
ENSG00000227491,CCNJP1
ENSG00000257893,LINC02404
ENSG00000202417,Y_RNA
ENSG00000254519,ENSG00000254519
ENSG00000289128,ENSG00000289128
ENSG00000259910,LNCPTCTS
ENSG00000126733,DACH2
ENSG00000279289,ENSG00000279289
ENSG00000165164,CFAP47
ENSG00000252362,RNU6-506P
ENSG00000232406,EPB41L1-AS1
ENSG00000277852,ENSG00000277852
ENSG00000261288,ENSG00000261288
ENSG00000226955,POLE4P1
ENSG00000290005,ENSG00000290005
ENSG00000277319,ENSG00000277319
ENSG00000249209,ENSG00000249209
ENSG00000241652,RN7SL253P
ENSG00000255921,ENSG00000255921
ENSG00000275689,ENSG00000275689
ENSG00000283929,MIR5010
ENSG00000225606,ENSG00000225606
ENSG00000229991,AKR1B1P1
ENSG00000225683,PACRG-AS3
ENSG00000260905,LINC02890
ENSG00000214210,NGRNP1
ENSG00000196468,FGF16
ENSG00000233511,ENSG00000233511
ENSG00000288081,ENSG00000288081
ENSG00000239151,RNU7-195P
ENSG00000285094,LINC01488
ENSG00000274049,INO80B-WBP1
ENSG00000293336,ENSG00000293336
ENSG00000255188,ENSG00000255188
ENSG00000237003,RPL36AP11
ENSG00000286240,ENSG00000286240
ENSG00000250645,ENSG00000250645
ENSG00000255664,ARL6IP1P1
ENSG00000199240,RNA5SP46
ENSG00000259261,IGHV4OR15-8
ENSG00000251804,RNU6-1294P
ENSG00000258780,BMS1P15
ENSG00000177047,IFNW1
ENSG00000243150,MLF1-DT
ENSG00000259009,TPRX2
ENSG00000234502,FYTTD1P1
ENSG00000212319,Y_RNA
ENSG00000239648,MTND1P3
ENSG00000184544,DHRS7C
ENSG00000202031,SNORD38A
ENSG00000238275,HOMER2P2
ENSG00000261377,PDCD6IPP2
ENSG00000237708,SPIN2P1
ENSG00000268975,MIA-RAB4B
ENSG00000212161,ENSG00000212161
ENSG00000249493,ANKRD20A18P
ENSG00000232515,ENSG00000232515
ENSG00000226872,ENSG00000226872
ENSG00000229922,LINC02865
ENSG00000255176,ENSG00000255176
ENSG00000159251,ACTC1
ENSG00000224621,ENSG00000224621
ENSG00000225883,BMS1P11
ENSG00000200355,SNORA72
ENSG00000291169,ENSG00000291169
ENSG00000234732,RPEP5
ENSG00000271612,HSPE1P14
ENSG00000251568,ALG3P1
ENSG00000214796,TUBA5P
ENSG00000250703,ENSG00000250703
ENSG00000221669,MIR548N
ENSG00000197644,ENSG00000197644
ENSG00000215562,CNN2P7
ENSG00000077009,NMRK2
ENSG00000270792,ENSG00000270792
ENSG00000241318,WDR82P2
ENSG00000248459,RPS17P9
ENSG00000205644,ENSG00000205644
ENSG00000254935,ENSG00000254935
ENSG00000287281,ENSG00000287281
ENSG00000253966,ENSG00000253966
ENSG00000222455,RNA5SP296
ENSG00000289357,ENSG00000289357
ENSG00000156150,ALX3
ENSG00000199964,Y_RNA
ENSG00000222614,Y_RNA
ENSG00000237178,H3P7
ENSG00000218233,NEPNP
ENSG00000187054,TMPRSS11A
ENSG00000212158,SNORD66
ENSG00000255763,MRPS18CP4
ENSG00000201071,Y_RNA
ENSG00000255679,JRKL-AS1
ENSG00000189299,FOXR2
ENSG00000288789,ENSG00000288789
ENSG00000261747,ENSG00000261747
ENSG00000286710,ENSG00000286710
ENSG00000242318,RPL21P48
ENSG00000265724,MIR4284
ENSG00000289109,ENSG00000289109
ENSG00000250158,ENSG00000250158
ENSG00000265944,LINC01387
ENSG00000187766,KRTAP10-8
ENSG00000228819,AGKP2
ENSG00000225625,ENSG00000225625
ENSG00000227709,SNRNP40P1
ENSG00000111404,RERGL
