"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AFG3L2P1",0.180322832659186,-1.52390593055353,3.02092608577266,-0.50444992273413,0.613945243954665,NA
"PPATP2",0.180242656359952,-1.22809707546205,3.01752844030491,-0.40698773839492,0.68401699391058,NA
"RPL37P13",0.180242656359952,-1.22809707546205,3.01752844030491,-0.40698773839492,0.68401699391058,NA
"CKS1BP1",0.180242656359952,-1.22809707546205,3.01752844030491,-0.40698773839492,0.68401699391058,NA
"RPS3AP14",0.180242656359952,-1.22809707546205,3.01752844030491,-0.40698773839492,0.68401699391058,NA
"LIPK",0.180242656359952,-1.22809707546205,3.01752844030491,-0.40698773839492,0.68401699391058,NA
"RNU7-47P",0.179256512419597,-1.51016348351288,3.02017444652408,-0.500025250280136,0.617057298067956,NA
"ACTR3BP4",0.178270368479242,-1.52048398009568,3.02071479343611,-0.503352379840568,0.614716545689314,NA
"SRPK2P",0.178270368479242,-1.52048398009568,3.02071479343611,-0.503352379840568,0.614716545689314,NA
"YWHAZP7",0.177969213259689,-1.40344702656555,3.02363477620027,-0.464158911523445,0.642533896818332,NA
"SRL",0.177573235663928,-1.66920124974634,3.02212391624653,-0.552327202988912,0.580724196188891,NA
"RBMS3-AS2",0.177284224538887,-1.23703756666414,3.01777402929429,-0.409917228611521,0.681866666629797,NA
"ADAMTSL3",0.177284224538887,-1.23703756666414,3.01777402929429,-0.409917228611521,0.681866666629797,NA
"RPL11P4",0.177284224538887,-1.23703756666414,3.01777402929429,-0.409917228611521,0.681866666629797,NA
"AHCYP5",0.176696975577532,-1.26130281103245,3.01665708168736,-0.418112757558425,0.675864677857293,NA
"RPL36AP11",0.176543076417474,-1.4922391860819,3.01924339935076,-0.494242758435039,0.621134745626153,NA
"DDX3P3",0.175874080758224,-1.50087037913212,3.0198083232952,-0.497008491417887,0.619183063323448,NA
"H3P7",0.173178706186908,-1.66781445825281,3.02200143435258,-0.55189069048543,0.581023247006358,NA
"IGLV11-55",0.170986236875882,-1.51364296687473,3.02039414340656,-0.501140875994271,0.616271980946933,NA
"NPAP1P4",0.170783008457981,-1.66169107909757,3.02164625951021,-0.549929057336753,0.582368033226797,NA
"TEX35",0.170465860176876,-1.51258733743597,3.02018482122497,-0.500826084154174,0.61649352645356,NA
"RNU6-584P",0.169796864517626,-1.52111399530405,3.02075380694899,-0.503554441214262,0.614574514388835,NA
"TFAP2A-AS1",0.169013948995173,-1.52173090049273,3.02079232605683,-0.503752239889694,0.614435493385468,NA
