HS_299,HS_644,HS_672,HS_678,HS_694,HS_696,HS_698,HS_701,HS_702,HS_703
ENSG00000275074.2,116,53,123,52,147,109,165,93,148,130
ENSG00000168453.16,2,0,0,0,0,0,0,0,1,0
ENSG00000288677.2,0,0,0,0,0,0,0,0,0,0
ENSG00000168476.12,214,180,272,110,455,373,316,245,381,272
ENSG00000168481.9,0,0,0,0,0,0,0,0,0,0
ENSG00000168484.13,0,0,0,0,0,0,0,0,0,0
ENSG00000168487.20,66,18,28,14,108,78,76,63,85,55
ENSG00000177725.6,0,0,0,0,0,0,0,0,0,0
ENSG00000285881.1,1,0,1,1,1,5,0,0,2,1
ENSG00000168490.14,0,0,0,0,0,0,0,0,0,0
ENSG00000208037.1,1,0,0,0,0,0,0,0,0,0
ENSG00000168495.13,162,60,176,59,190,194,256,187,282,239
ENSG00000254064.1,8,1,7,3,10,13,8,2,15,9
ENSG00000197181.12,13,6,15,2,3,9,15,4,6,10
ENSG00000104635.15,82,30,60,9,65,102,103,47,86,41
ENSG00000241026.1,0,0,0,0,0,0,0,0,0,0
ENSG00000201761.1,0,0,0,0,0,0,0,0,0,0
ENSG00000120910.15,302,89,269,73,279,271,464,243,302,300
ENSG00000251034.2,45,15,44,23,67,40,105,25,69,75
ENSG00000254272.1,0,0,8,0,0,5,4,0,2,2
ENSG00000120896.14,331,96,296,45,242,229,357,252,343,193
ENSG00000287467.1,19,1,3,4,0,4,8,6,6,2
ENSG00000254230.1,0,0,0,0,0,0,0,0,0,0
ENSG00000120913.24,914,451,897,303,1014,1034,848,740,949,759
ENSG00000248235.6,0,6,3,0,1,2,0,0,0,0
ENSG00000241852.11,66,29,84,24,65,77,62,57,64,43
ENSG00000158941.17,759,362,837,306,814,842,982,758,1084,778
ENSG00000253200.1,53,16,46,15,54,38,49,40,52,48
ENSG00000147439.14,283,164,365,146,423,334,276,360,313,286
ENSG00000261026.1,13,2,2,0,23,0,15,0,0,0
ENSG00000179388.9,67,7,28,8,146,25,280,17,43,39
ENSG00000253125.1,3,0,0,0,0,0,0,0,0,0
ENSG00000289521.2,11,0,13,0,3,2,16,10,4,16
ENSG00000287812.1,1,0,1,0,3,3,0,2,0,0
ENSG00000134020.8,0,3,3,0,0,0,2,3,0,0
ENSG00000248738.6,0,0,0,0,0,1,0,0,0,0
ENSG00000253142.1,0,0,0,0,0,0,0,0,0,0
ENSG00000240116.3,0,0,0,0,0,0,0,0,0,0
ENSG00000245025.3,35,18,22,9,33,28,72,26,44,40
ENSG00000008853.18,156,56,262,16,128,118,141,101,85,92
ENSG00000120889.13,702,550,1261,382,885,1037,769,1193,1131,852
ENSG00000246130.1,33,13,26,1,14,75,17,62,79,59
ENSG00000253616.5,116,37,61,27,82,162,37,58,113,115
ENSG00000284948.1,28,20,66,8,39,48,19,67,50,49
ENSG00000284956.1,0,0,0,0,0,0,0,0,0,0
ENSG00000173535.15,3449,2179,2740,1334,5422,5882,3114,2191,4034,3260
ENSG00000173530.6,145,56,146,56,212,118,164,148,197,123
ENSG00000253930.1,17,6,16,5,13,32,22,18,33,27
ENSG00000104689.10,183,66,183,68,202,241,309,168,304,211
ENSG00000243265.1,2,0,3,0,1,3,11,4,3,0
ENSG00000246582.3,14,5,48,18,49,52,52,30,20,13
ENSG00000250714.3,0,0,0,0,0,0,0,0,0,0
ENSG00000147457.14,808,412,965,318,932,1064,1404,786,1515,1097
ENSG00000289584.1,4,8,10,8,8,18,21,7,17,19
ENSG00000104679.12,191,71,165,62,240,186,209,157,212,152
ENSG00000134013.16,36,8,42,14,27,43,77,22,51,33
ENSG00000253837.1,0,0,1,0,0,2,0,1,2,0
ENSG00000197217.13,1257,498,1283,455,1294,1475,1354,1263,2003,1337
ENSG00000253390.1,0,0,0,0,2,1,1,1,7,0
ENSG00000253483.1,1,9,2,9,2,9,6,1,69,1
ENSG00000287166.1,3,21,6,27,9,12,7,8,27,5
ENSG00000253986.1,0,4,0,2,0,4,1,9,2,3
ENSG00000289461.2,0,0,0,0,1,1,1,0,2,8
ENSG00000147454.14,27597,38620,34184,45129,36470,44560,28454,25538,37027,22580
ENSG00000252067.1,2,0,0,0,1,0,0,0,1,0
ENSG00000253488.1,0,0,0,0,0,0,0,0,0,0
ENSG00000167034.10,178,46,10,71,14,15,24,17,225,76
ENSG00000180053.8,0,0,0,0,0,0,0,0,0,0
ENSG00000253471.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254002.4,0,0,0,0,0,0,1,0,0,0
ENSG00000271118.1,0,0,0,0,0,0,0,0,0,0
ENSG00000207027.1,0,0,0,0,0,0,0,0,0,0
ENSG00000159167.12,0,0,3,0,2,0,0,0,0,0
ENSG00000207201.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253891.2,4,2,3,0,7,1,0,0,6,3
ENSG00000042980.14,531,137,531,159,412,781,682,356,509,356
ENSG00000253535.5,5,0,3,0,1,1,3,3,3,3
ENSG00000134028.14,2,1,3,1,0,9,5,6,3,4
ENSG00000069206.15,0,0,0,0,0,0,0,1,0,0
ENSG00000253643.6,0,0,0,0,0,0,0,0,0,0
ENSG00000272163.2,0,2,3,0,3,6,0,6,8,5
ENSG00000104722.14,7,0,1,0,1,1,7,2,4,4
ENSG00000277586.4,46,7,32,18,13,85,11,67,66,38
ENSG00000283327.1,0,0,0,0,0,0,0,0,0,0
ENSG00000272157.2,0,1,0,0,0,0,0,0,1,2
ENSG00000253832.1,0,0,0,0,0,0,0,0,0,0
ENSG00000288055.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253670.1,0,0,0,0,0,0,0,0,0,0
ENSG00000287185.1,7,0,7,1,2,6,2,4,16,9
ENSG00000147459.18,3825,1811,3938,1866,5218,6624,3353,3921,5273,4267
ENSG00000284858.1,2,0,0,0,0,0,0,0,0,0
ENSG00000274988.1,0,0,0,0,1,0,0,0,0,0
ENSG00000147437.10,20,24,40,21,47,61,35,41,51,51
ENSG00000253476.1,19,5,12,2,16,15,18,8,22,23
ENSG00000104756.17,180,63,182,85,188,278,256,184,260,165
ENSG00000184661.14,2,2,5,5,3,4,3,3,4,8
ENSG00000289357.1,1,0,0,0,0,0,0,0,1,0
ENSG00000253100.2,0,0,0,0,0,0,0,0,0,0
ENSG00000253342.1,0,0,0,0,0,0,0,0,0,0
ENSG00000285890.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254178.1,0,0,0,0,0,0,0,0,0,0
ENSG00000221818.9,0,0,0,0,0,0,0,0,0,0
ENSG00000199620.1,0,0,0,0,0,0,0,0,0,0
ENSG00000249213.1,0,0,0,0,0,0,0,0,0,0
ENSG00000221914.11,577,276,555,281,593,649,618,492,795,516
ENSG00000293314.1,0,4,4,1,5,4,7,4,4,2
ENSG00000228451.6,0,0,0,0,0,0,0,0,0,0
ENSG00000104765.16,2915,4780,3109,6724,3550,4590,2326,2066,6267,1975
ENSG00000253430.1,0,1,0,0,0,0,0,1,0,0
ENSG00000251203.1,0,1,1,0,4,0,0,1,1,1
ENSG00000254362.1,6,0,0,0,6,9,9,15,6,4
ENSG00000240694.9,0,0,80,2,1,0,0,0,1,0
ENSG00000092964.18,413,277,481,208,916,447,513,385,544,399
ENSG00000253208.1,0,0,0,0,0,0,0,0,0,1
ENSG00000120907.18,0,0,0,0,0,0,0,0,0,0
ENSG00000240519.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253813.1,0,0,0,0,1,0,0,0,0,0
ENSG00000275115.1,0,0,0,0,0,0,0,0,0,0
ENSG00000215288.5,0,0,0,0,0,0,0,0,0,0
ENSG00000221616.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253899.1,3,0,2,1,1,6,1,0,3,1
ENSG00000253903.2,0,0,0,0,0,0,0,0,0,0
ENSG00000253888.2,0,0,0,0,0,0,0,0,0,0
ENSG00000015592.17,1,0,0,0,0,1,0,0,1,0
ENSG00000104228.13,222,74,197,54,207,283,284,179,290,201
ENSG00000120899.18,3684,2312,4322,1703,4970,5738,4070,3898,4793,3541
ENSG00000273836.1,0,0,0,0,0,2,0,0,0,0
ENSG00000120903.13,4,10,5,18,11,2,3,6,10,1
ENSG00000120915.14,196,61,174,81,137,131,294,197,367,130
ENSG00000289323.1,0,0,0,0,0,0,0,0,0,0
ENSG00000234770.1,3,0,2,0,0,0,2,0,0,1
ENSG00000120885.22,2870,1351,963,2474,3784,2287,1841,929,1425,715
ENSG00000284280.1,0,0,0,0,0,0,0,0,0,0
ENSG00000168077.14,0,0,0,0,0,0,0,0,0,0
ENSG00000222862.2,0,0,0,0,0,0,0,0,0,0
ENSG00000253560.1,0,0,0,0,0,0,0,0,0,0
ENSG00000279302.3,0,0,0,0,0,0,1,0,1,0
ENSG00000265075.1,0,0,0,0,0,0,0,0,0,0
ENSG00000284351.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253875.2,1,0,1,0,0,0,1,0,3,0
ENSG00000147419.19,186,54,178,68,236,189,224,151,250,164
ENSG00000171320.15,2,1,5,5,8,2,8,1,11,4
ENSG00000202242.1,0,0,0,0,0,0,0,0,0,0
ENSG00000168078.10,0,0,0,0,1,9,1,0,0,0
ENSG00000253176.3,0,0,0,0,0,0,0,0,0,0
ENSG00000168079.17,3,0,6,5,0,0,3,5,3,3
ENSG00000265847.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253290.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253615.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253397.1,0,0,0,0,0,0,0,0,0,0
ENSG00000189233.12,53,21,40,13,39,56,100,27,42,31
ENSG00000134014.18,210,102,233,65,242,284,269,186,327,249
ENSG00000250516.1,0,0,0,0,0,0,2,0,0,0
ENSG00000253907.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253690.1,1,0,1,0,0,0,2,0,0,2
ENSG00000239198.1,0,0,0,0,0,0,1,0,0,0
ENSG00000168081.9,30,17,65,11,20,29,38,14,21,13
ENSG00000186918.14,348,102,359,135,393,279,408,258,391,277
ENSG00000214050.8,0,0,0,0,0,4,0,2,0,0
ENSG00000286804.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254370.1,0,0,1,0,0,0,0,0,0,0
ENSG00000207361.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253567.1,0,0,0,0,0,0,0,0,0,0
ENSG00000104290.11,20,15,21,10,37,30,41,22,50,22
ENSG00000265251.1,0,0,0,0,0,0,0,0,0,0
ENSG00000202411.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290005.1,0,0,0,0,0,0,0,0,1,0
ENSG00000012232.10,1195,389,884,433,1223,1248,834,735,1271,834
ENSG00000246339.6,6,1,7,5,13,11,28,7,12,10
ENSG00000104299.15,178,78,148,60,154,172,148,123,201,130
ENSG00000254034.2,0,4,2,2,0,7,0,7,1,4
ENSG00000242958.1,0,0,0,0,0,1,0,1,1,0
ENSG00000147421.18,274,123,266,133,265,426,462,313,499,378
ENSG00000273710.1,0,0,0,0,0,0,0,0,0,0
ENSG00000259196.1,0,0,0,0,0,0,0,0,0,1
ENSG00000200719.1,0,1,0,0,0,0,2,0,4,2
ENSG00000259366.3,80,32,69,5,96,139,178,82,162,106
ENSG00000197892.13,349,115,345,82,487,427,559,309,489,338
ENSG00000259607.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254129.1,0,0,1,0,0,0,0,0,0,0
ENSG00000253770.1,0,0,0,0,0,0,0,0,0,0
ENSG00000288735.2,0,0,0,0,0,0,0,0,0,0
ENSG00000120875.9,8,3,8,8,21,18,8,8,12,6
ENSG00000285601.1,0,0,0,0,0,0,0,0,0,0
ENSG00000260253.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253632.1,0,0,0,0,0,0,0,0,0,0
ENSG00000288964.1,0,0,1,0,0,0,0,2,0,2
ENSG00000253182.1,0,0,1,0,1,12,0,0,2,3
ENSG00000280147.1,0,0,0,0,1,0,0,0,0,0
ENSG00000243844.1,0,0,0,0,0,0,0,0,0,0
ENSG00000251191.8,0,0,0,0,0,0,0,0,0,0
ENSG00000253490.5,0,0,4,0,0,0,0,0,0,0
ENSG00000248964.7,0,0,0,0,0,0,1,0,0,0
ENSG00000254086.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253604.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253279.6,0,0,0,0,0,0,0,0,0,0
ENSG00000264788.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254013.1,0,0,1,0,1,1,1,1,0,0
ENSG00000239175.1,0,0,0,0,0,0,0,0,0,0
ENSG00000133872.14,4600,2006,4263,2125,5211,4686,5328,3577,6222,3502
ENSG00000272256.1,7,0,23,2,8,9,13,17,4,5
ENSG00000289334.1,14,4,19,5,20,9,15,12,22,5
ENSG00000104660.19,558,292,500,225,509,836,862,472,1177,610
ENSG00000241511.1,1,0,4,1,5,1,10,8,15,3
ENSG00000177669.4,3,0,5,4,2,6,25,18,13,4
ENSG00000271869.2,6,4,32,19,5,16,8,11,14,7
ENSG00000104671.8,45,19,44,29,76,45,58,32,84,60
ENSG00000253708.1,0,0,0,0,0,0,0,0,0,0
ENSG00000285669.1,21,9,13,5,10,21,26,21,46,17
ENSG00000272375.1,2,1,4,0,2,3,6,2,10,1
ENSG00000248159.1,0,0,1,0,0,0,0,1,0,1
ENSG00000254316.1,0,0,0,0,0,0,0,0,0,0
ENSG00000287590.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253346.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254152.1,0,0,0,0,0,0,0,0,0,0
ENSG00000293293.1,0,0,0,0,0,0,0,0,0,0
ENSG00000127589.5,0,0,0,0,0,0,0,0,0,0
ENSG00000254109.6,0,0,0,0,1,0,0,0,0,0
ENSG00000157110.16,47,19,40,17,66,46,70,75,82,55
ENSG00000279041.1,2,0,0,0,2,0,0,0,2,3
ENSG00000197265.9,161,92,155,88,173,165,153,129,181,154
ENSG00000253112.1,0,0,0,0,0,0,1,2,0,0
ENSG00000253457.4,2,0,0,0,0,0,1,0,0,0
ENSG00000254172.1,0,0,0,0,1,0,0,0,0,0
ENSG00000104687.14,736,355,766,304,1430,714,653,547,689,577
ENSG00000104691.16,19,10,36,14,26,30,41,21,45,43
ENSG00000271081.1,0,0,0,0,0,0,0,0,0,0
ENSG00000104695.13,230,109,172,121,260,238,263,186,284,228
ENSG00000133863.9,0,0,0,0,0,0,0,0,0,0
ENSG00000253204.1,1,0,0,0,1,0,0,0,0,1
ENSG00000253793.1,0,0,1,0,0,0,0,0,0,0
ENSG00000172733.12,0,0,0,0,0,0,0,0,0,0
ENSG00000165392.11,106,48,130,43,121,165,147,81,185,105
ENSG00000253579.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253961.1,0,0,0,0,1,0,0,0,3,0
ENSG00000229211.3,0,0,0,0,0,0,1,0,0,0
ENSG00000253377.2,0,0,0,0,0,0,0,0,0,0
ENSG00000254095.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253275.1,0,0,0,0,0,0,0,0,0,0
ENSG00000287204.1,0,0,0,0,0,0,0,0,0,0
ENSG00000222468.1,0,0,0,0,0,0,0,0,0,0
ENSG00000157168.22,79,80,93,18,285,110,105,163,204,168
ENSG00000286648.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253974.6,0,0,0,0,0,0,0,0,0,0
ENSG00000252261.1,0,0,0,0,0,0,0,0,0,0
ENSG00000200246.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254049.2,0,0,0,0,0,0,0,0,0,0
ENSG00000286131.1,0,0,0,0,0,0,0,0,0,0
ENSG00000212407.1,0,0,0,0,0,0,0,0,0,0
ENSG00000247134.8,14,4,5,3,14,12,11,10,17,7
ENSG00000254346.2,0,0,0,0,0,0,0,0,0,0
ENSG00000254090.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253393.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253993.1,0,0,0,0,0,0,0,0,0,0
ENSG00000252735.1,0,0,0,0,0,0,0,0,0,0
ENSG00000272338.2,9,1,13,0,1,0,1,5,15,2
ENSG00000172728.16,41,11,66,6,46,22,48,32,89,28
ENSG00000254061.1,0,0,0,0,0,0,0,0,0,0
ENSG00000129696.13,44,18,99,22,43,61,52,41,89,55
ENSG00000198042.11,79,18,65,26,80,67,112,56,101,74
ENSG00000239039.1,0,0,0,0,1,0,0,0,0,0
ENSG00000253232.1,0,0,0,0,0,0,0,0,0,0
ENSG00000252505.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253995.1,0,0,0,0,0,0,0,0,0,0
ENSG00000133874.2,108,81,261,72,184,197,172,126,142,150
ENSG00000240189.3,0,0,0,0,0,0,0,0,0,0
ENSG00000133878.9,0,0,0,0,0,0,0,0,0,0
ENSG00000253642.6,0,0,0,0,0,0,0,0,0,0
ENSG00000253684.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263794.2,0,0,0,0,0,0,0,0,0,0
ENSG00000253569.1,0,0,0,0,0,0,0,0,0,0
ENSG00000240738.1,0,0,0,0,0,0,0,0,0,0
ENSG00000188512.6,0,0,1,0,0,0,0,1,1,1
ENSG00000254194.5,0,0,0,0,0,0,0,0,0,0
ENSG00000254302.2,0,0,0,0,0,0,0,0,0,0
ENSG00000253108.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254033.1,0,0,0,0,0,0,0,0,0,0
ENSG00000215264.4,0,0,1,0,0,0,0,0,0,0
ENSG00000254344.3,0,0,0,0,0,0,0,0,0,0
ENSG00000243181.2,2,8,2,8,2,2,4,6,4,4
ENSG00000287152.1,0,0,0,0,0,0,0,0,0,0
ENSG00000156687.11,0,0,0,0,0,0,0,0,0,0
ENSG00000279099.1,0,0,0,0,0,0,0,0,0,0
ENSG00000232024.2,0,0,0,0,2,4,2,3,1,0
ENSG00000286693.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253452.6,0,0,0,0,0,0,0,0,0,0
ENSG00000253524.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254309.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253504.1,0,0,0,0,1,0,0,0,0,0
ENSG00000254384.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253685.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253610.1,0,0,0,0,0,0,0,0,0,0
ENSG00000206871.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254320.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253363.7,0,0,0,0,0,0,0,0,0,0
ENSG00000244708.1,0,0,0,0,0,0,0,0,0,0
ENSG00000199985.1,0,0,0,0,0,0,0,0,0,0
ENSG00000215262.8,0,0,0,0,0,0,0,0,0,0
ENSG00000274489.1,0,0,0,0,0,0,0,0,0,0
ENSG00000293146.1,0,0,0,0,0,0,0,0,0,0
ENSG00000219491.8,0,0,0,0,0,0,0,0,0,0
ENSG00000243503.2,0,0,0,0,0,0,0,1,0,0
ENSG00000254038.1,4,0,0,0,0,0,0,0,0,0
ENSG00000253650.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253123.4,0,0,0,0,0,0,0,0,0,0
ENSG00000253746.1,0,0,2,0,0,0,0,0,0,0
ENSG00000253161.7,2,0,3,0,0,0,0,0,2,0
ENSG00000253388.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253414.4,1,0,0,0,0,0,0,0,0,0
ENSG00000254111.3,0,0,0,0,0,0,0,0,0,0
ENSG00000254290.3,0,0,0,0,0,0,0,0,1,0
ENSG00000254306.1,0,1,0,0,0,0,0,0,0,0
ENSG00000253344.1,0,0,0,0,0,0,0,0,0,0
ENSG00000223215.1,0,0,0,0,0,0,0,0,0,0
ENSG00000183779.7,126,100,176,30,306,256,303,167,128,154
ENSG00000253181.2,0,0,0,0,0,0,0,0,0,0
ENSG00000183154.1,4,4,9,3,13,0,4,3,9,5
ENSG00000147475.17,185,85,242,112,428,307,316,283,339,234
ENSG00000233170.4,2,0,6,0,3,2,3,3,8,6
ENSG00000147471.12,432,221,339,163,558,503,421,325,551,397
ENSG00000020181.18,66,26,67,4,125,42,52,86,71,48
ENSG00000104221.14,54,14,52,14,42,47,37,22,79,47
ENSG00000156675.16,2931,1130,2271,825,2838,3551,2273,1593,3836,2131
ENSG00000280064.1,0,0,0,0,0,0,0,0,0,0
ENSG00000241032.3,0,0,0,0,0,0,0,0,0,0
ENSG00000169154.7,0,0,0,0,0,0,0,0,0,0
ENSG00000285880.1,0,0,0,0,0,0,0,0,0,0
ENSG00000188778.6,0,0,0,0,0,0,0,0,0,0
ENSG00000270865.1,0,0,0,0,0,0,0,0,0,0
ENSG00000187840.5,114,69,121,48,163,107,110,83,126,84
ENSG00000260949.1,0,1,1,0,4,1,0,5,2,0
ENSG00000286677.1,0,0,1,2,1,0,3,4,0,0
ENSG00000272128.1,0,0,0,0,0,3,0,0,3,3
ENSG00000129691.16,465,241,496,197,523,510,477,355,503,371
ENSG00000253437.1,0,0,0,0,0,0,0,0,0,1
ENSG00000240015.2,4,0,4,0,3,2,5,0,1,0
ENSG00000147465.12,2,1,7,1,6,1,15,6,6,1
ENSG00000253356.1,0,0,1,0,0,0,3,0,0,0
ENSG00000175324.10,61,40,68,51,110,96,89,65,119,73
ENSG00000253739.1,1,0,2,0,0,0,2,0,0,0
ENSG00000156735.11,121,87,125,76,142,195,121,107,192,119
ENSG00000248585.2,1,0,0,0,0,0,0,0,0,0
ENSG00000285632.1,8,4,22,8,16,12,17,48,20,13
ENSG00000085788.14,400,116,318,109,382,476,473,305,610,379
ENSG00000147535.17,407,147,309,172,388,547,610,319,455,442
ENSG00000147548.17,1978,593,1678,677,1993,2056,1980,1415,2392,1752
ENSG00000255487.1,2,0,0,0,0,2,1,1,4,1
ENSG00000254898.1,0,0,0,0,1,0,1,3,0,0
ENSG00000272092.1,6,2,14,2,9,7,5,10,1,1
ENSG00000165046.13,55,26,66,11,60,73,34,53,65,35
ENSG00000077782.23,86,34,115,22,80,63,64,50,206,123
ENSG00000272159.1,3,0,0,0,0,0,0,1,0,0
ENSG00000255201.1,0,0,0,0,0,0,0,0,0,0
ENSG00000293142.1,0,0,0,0,0,2,0,0,0,0
ENSG00000239218.3,0,0,0,0,0,0,0,0,0,0
ENSG00000196166.5,0,0,0,0,0,0,0,0,0,0
ENSG00000253361.3,0,0,0,0,0,0,0,0,0,0
ENSG00000253570.1,10,1,14,1,5,4,0,10,2,1
ENSG00000289104.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254321.2,0,0,0,0,0,0,0,0,0,0
ENSG00000147526.20,1818,672,1577,636,2304,2538,2016,1449,2309,1748
ENSG00000207258.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253586.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253829.1,18,5,16,9,4,17,3,10,15,3
ENSG00000169499.15,1461,657,1634,629,1836,1933,1820,1071,1529,1147
ENSG00000253645.1,0,0,0,0,0,0,0,0,0,0
ENSG00000169495.5,2,0,9,7,2,4,4,1,5,2
ENSG00000169490.17,133,102,192,102,170,169,167,102,193,149
ENSG00000168615.13,303,147,227,133,649,374,279,229,327,219
ENSG00000207199.1,0,0,0,0,0,0,0,0,0,0
ENSG00000197140.15,0,0,0,0,2,0,0,5,2,0
ENSG00000243095.1,0,0,0,0,1,0,1,1,0,0
ENSG00000253160.1,0,0,0,0,0,0,0,0,0,0
ENSG00000196115.14,0,0,0,0,0,0,0,0,0,0
ENSG00000293376.1,0,0,0,0,0,0,0,0,0,0
ENSG00000293380.1,0,0,0,0,0,0,0,0,0,0
ENSG00000197475.12,0,0,0,0,0,0,0,0,0,0
ENSG00000293375.1,0,0,0,0,0,0,0,0,0,0
ENSG00000254067.3,0,0,0,0,0,0,0,0,0,0
ENSG00000168619.16,0,0,0,0,0,0,0,0,0,0
ENSG00000104755.16,0,0,0,0,0,0,0,0,0,0
ENSG00000253332.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253233.1,0,0,0,0,0,0,0,0,0,0
ENSG00000131203.13,58,58,56,35,44,70,72,56,26,49
ENSG00000253939.1,0,0,0,0,1,0,0,0,0,0
ENSG00000253838.1,2,2,0,2,1,3,0,2,1,0
ENSG00000254287.1,0,0,0,0,0,0,3,4,0,0
ENSG00000188676.15,5,1,0,7,2,12,2,5,6,6
ENSG00000253790.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253665.2,0,0,0,0,0,0,0,0,0,0
ENSG00000176907.5,0,0,0,0,0,0,0,0,0,0
ENSG00000253802.2,0,0,0,0,0,0,0,0,0,0
ENSG00000253354.2,0,0,0,0,0,0,0,0,0,0
ENSG00000289853.1,0,0,0,0,0,0,0,0,0,0
ENSG00000272479.1,0,0,0,0,0,0,0,2,0,0
ENSG00000165061.15,3,4,10,0,0,5,5,0,1,5
ENSG00000254383.1,0,0,0,0,0,0,0,0,0,0
ENSG00000206867.1,0,0,0,0,0,0,0,0,0,0
ENSG00000104332.12,1,0,0,0,0,0,3,0,1,0
ENSG00000263372.1,0,0,0,0,0,0,0,0,0,0
ENSG00000239281.2,0,0,0,0,0,0,0,0,0,0
ENSG00000253509.1,0,0,0,0,0,0,0,0,0,0
ENSG00000206852.1,0,0,0,0,0,0,0,0,0,0
ENSG00000238936.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253396.1,0,0,0,0,0,0,0,0,0,0
ENSG00000147533.19,350,158,302,148,443,444,402,319,561,335
ENSG00000253133.2,0,0,0,0,2,1,2,0,0,0
ENSG00000253943.1,0,0,0,0,0,0,0,0,0,0
ENSG00000147536.12,35,9,16,5,19,17,23,25,41,18
ENSG00000253174.2,0,0,0,0,0,0,0,0,1,3
ENSG00000287535.1,0,0,1,0,1,0,0,0,0,0
ENSG00000158669.11,550,261,545,236,735,648,664,586,851,588
ENSG00000264578.1,0,0,0,0,0,0,0,0,0,0
ENSG00000165066.13,0,2,0,0,0,7,0,3,0,4
ENSG00000289921.1,2,0,0,0,0,0,0,0,0,0
ENSG00000029534.22,818,1339,751,1515,1053,1620,720,602,2488,434
ENSG00000274705.2,0,0,0,0,0,0,0,0,0,0
ENSG00000283450.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253389.2,0,1,0,0,0,0,0,0,0,0
ENSG00000289514.2,39,63,27,28,53,86,49,25,108,11
ENSG00000207101.1,0,1,0,9,0,0,0,1,2,0
ENSG00000260588.1,11,3,5,0,7,14,4,7,14,2
ENSG00000241834.3,0,0,0,0,0,0,0,0,0,0
ENSG00000083168.11,2280,720,1432,693,3013,3120,2832,1179,2627,1798
ENSG00000238966.1,0,0,0,0,0,0,0,0,0,0
ENSG00000244235.2,0,0,0,0,1,0,0,0,0,0
ENSG00000253135.1,0,0,0,0,0,0,0,0,0,0
ENSG00000271938.1,4,0,0,0,2,1,0,1,3,2
ENSG00000289603.1,5,0,5,0,2,5,4,6,4,11
ENSG00000261449.1,0,0,0,0,1,0,0,7,0,0
ENSG00000070718.13,155,78,181,85,198,192,251,209,340,246
ENSG00000104368.19,12,5,4,0,8,8,18,15,9,4
ENSG00000253408.6,0,0,0,0,0,0,0,0,0,0
ENSG00000104365.16,1446,604,1690,615,1547,2038,1891,1595,2238,1694
ENSG00000070501.12,257,135,371,123,208,238,284,303,312,238
ENSG00000240395.1,5,5,19,1,1,6,6,6,7,8
ENSG00000104371.5,1,0,2,0,0,0,2,1,2,0
ENSG00000078668.14,556,243,532,351,621,583,543,495,777,508
ENSG00000168575.11,144,50,132,70,175,156,225,191,260,166
ENSG00000254131.1,1,0,0,0,2,0,0,3,4,3
ENSG00000254165.1,2,1,5,0,4,3,4,13,9,8
ENSG00000176209.12,84,20,87,35,81,45,62,58,97,70
ENSG00000147432.7,0,0,0,0,2,0,1,0,0,0
ENSG00000255101.1,0,0,0,2,0,0,0,0,4,2
ENSG00000255361.1,0,0,0,0,0,0,0,0,0,1
