HS_299,HS_644,HS_672,HS_678,HS_694,HS_696,HS_698,HS_701,HS_702,HS_703
ENSG00000286003.1,0,0,0,0,0,0,0,0,0,0
ENSG00000223930.9,0,0,0,0,0,0,0,0,1,0
ENSG00000197584.13,0,0,0,0,0,0,0,0,0,0
ENSG00000275163.1,0,0,0,0,0,0,0,0,0,0
ENSG00000223941.5,0,0,0,0,0,0,0,0,0,0
ENSG00000252336.1,0,0,0,0,0,0,0,0,0,0
ENSG00000271131.1,0,0,0,0,0,0,0,0,0,0
ENSG00000237978.6,0,0,1,0,0,0,0,0,0,0
ENSG00000172667.11,389,109,228,108,459,432,448,232,454,290
ENSG00000200616.1,0,0,0,0,0,0,0,0,0,0
ENSG00000229102.1,0,0,0,0,0,0,0,0,0,0
ENSG00000121879.6,506,174,502,169,601,605,553,385,620,495
ENSG00000201957.1,0,0,0,0,0,0,0,4,0,0
ENSG00000171121.17,10,2,7,12,10,12,17,9,12,14
ENSG00000240429.1,11,4,12,1,11,12,17,7,10,7
ENSG00000121864.10,258,87,170,99,267,249,378,171,247,186
ENSG00000260743.1,0,1,4,0,6,2,0,4,0,1
ENSG00000171109.19,412,161,470,227,458,559,520,328,535,455
ENSG00000289574.1,9,7,10,7,8,29,33,11,18,14
ENSG00000114450.11,420,187,292,145,638,512,600,247,379,278
ENSG00000242539.2,0,0,0,0,0,0,0,0,0,0
ENSG00000272699.1,3,0,2,0,0,3,4,5,1,1
ENSG00000239255.1,0,0,0,0,0,0,0,0,0,0
ENSG00000181260.8,0,0,0,0,0,0,0,0,0,0
ENSG00000136518.17,153,84,180,64,234,221,275,162,277,182
ENSG00000272910.1,4,0,6,1,1,3,5,1,5,3
ENSG00000272660.1,2,3,1,1,0,4,1,0,1,0
ENSG00000136522.14,84,40,88,34,124,103,125,73,93,84
ENSG00000136521.13,146,103,162,79,202,168,171,172,172,162
ENSG00000288698.1,0,0,0,0,0,0,0,0,0,0
ENSG00000239096.1,1,0,4,0,2,0,1,1,12,1
ENSG00000243977.1,1,2,6,1,3,10,3,0,2,4
ENSG00000058056.10,55,36,43,11,54,47,50,36,107,62
ENSG00000114757.19,0,0,3,1,3,2,1,1,6,12
ENSG00000243799.1,0,0,0,0,0,0,0,0,0,0
ENSG00000244302.2,0,0,0,0,0,0,0,0,0,0
ENSG00000287645.1,0,0,0,0,0,0,0,0,0,0
ENSG00000201822.1,0,0,0,0,0,0,0,0,0,0
ENSG00000282327.1,0,0,0,0,0,0,0,0,0,0
ENSG00000213158.6,0,0,0,0,0,0,0,0,0,0
ENSG00000239880.1,0,0,0,0,0,1,2,0,1,1
ENSG00000241696.2,0,0,0,0,0,0,0,0,0,0
ENSG00000201810.1,0,0,0,0,0,0,0,0,0,0
ENSG00000239774.1,0,0,0,0,0,0,0,0,0,0
ENSG00000199986.1,0,0,0,0,0,0,0,0,0,0
ENSG00000241946.1,0,0,0,0,0,0,0,0,0,0
ENSG00000163728.11,718,265,714,296,669,834,1033,825,1257,914
ENSG00000284862.3,31,1,12,9,32,22,30,18,33,34
ENSG00000145075.13,0,0,0,0,0,0,0,0,0,0
ENSG00000243187.1,0,0,0,0,0,0,0,0,0,0
ENSG00000285336.1,0,0,0,0,0,0,0,0,0,0
ENSG00000242811.3,0,0,0,0,0,0,0,0,0,0
ENSG00000242068.1,0,0,3,0,1,0,2,0,1,0
ENSG00000241473.1,0,0,0,0,0,0,0,0,0,0
ENSG00000239516.1,0,0,0,0,0,0,0,0,0,0
ENSG00000114416.19,711,308,702,274,934,761,859,581,954,617
ENSG00000213157.3,0,0,0,0,0,0,0,0,0,0
ENSG00000205981.9,103,50,140,55,111,125,133,104,181,119
ENSG00000242808.12,3,1,0,0,0,0,0,0,1,1
ENSG00000242140.1,0,0,2,0,0,1,0,0,0,0
ENSG00000206932.1,0,0,1,0,0,0,0,0,1,0
ENSG00000237806.1,0,0,0,0,0,0,0,0,0,0
ENSG00000241231.2,0,0,0,0,0,0,0,0,0,0
ENSG00000235294.1,0,0,0,0,0,0,0,0,0,0
ENSG00000239381.7,0,0,0,0,0,0,0,0,0,0
ENSG00000276074.1,0,0,0,0,0,0,0,0,0,0
ENSG00000276690.1,0,0,0,0,0,0,0,0,0,0
ENSG00000289435.1,0,0,0,0,0,0,0,0,0,0
ENSG00000181449.4,0,0,0,0,2,0,0,0,0,0
ENSG00000278026.1,0,0,0,0,0,0,0,0,0,0
ENSG00000266317.2,0,0,0,0,0,0,0,0,0,0
ENSG00000199839.1,0,0,0,0,0,0,0,0,0,0
ENSG00000239805.1,0,0,0,0,0,0,0,0,0,0
ENSG00000213155.4,0,0,0,0,0,0,0,0,0,0
ENSG00000242512.9,0,0,0,0,1,0,0,0,0,0
ENSG00000252257.1,0,0,0,0,0,0,0,0,0,0
ENSG00000286453.1,0,0,0,0,0,0,0,0,0,0
ENSG00000240478.1,0,0,0,0,0,0,0,0,0,0
ENSG00000287605.1,0,0,0,0,0,0,0,0,0,0
ENSG00000242012.1,0,0,0,0,0,0,0,0,0,0
ENSG00000241098.1,0,0,0,0,0,0,0,0,0,0
ENSG00000244199.1,0,0,0,0,0,1,0,0,0,0
ENSG00000244247.2,0,0,0,0,0,0,0,0,0,0
ENSG00000287941.1,0,0,0,0,0,0,0,0,0,0
ENSG00000228766.3,0,0,1,0,0,0,0,0,0,0
ENSG00000238837.3,0,0,0,0,0,0,0,0,0,0
ENSG00000243378.1,0,0,0,0,0,0,0,0,0,0
ENSG00000260377.1,0,0,0,0,0,0,0,0,0,0
ENSG00000240063.1,0,0,0,0,0,0,0,0,0,2
ENSG00000058063.16,1515,478,1090,528,2188,1955,1778,1039,1757,1277
ENSG00000270554.1,7,0,0,0,0,1,0,0,1,0
ENSG00000273261.1,16,5,7,13,22,12,6,15,21,9
ENSG00000043093.15,522,379,543,489,684,702,588,376,768,377
ENSG00000244346.1,0,0,0,0,1,2,0,2,1,0
ENSG00000078070.14,182,39,197,35,131,124,143,173,214,127
ENSG00000243368.2,3,3,4,0,9,9,14,10,8,7
ENSG00000078081.8,14,17,42,6,16,23,43,37,7,25
ENSG00000053524.13,10,2,16,12,16,24,16,11,23,15
ENSG00000176597.12,205,65,108,69,255,382,184,96,168,105
ENSG00000202502.1,1,0,0,0,0,4,2,0,0,0
ENSG00000289859.1,0,0,0,0,0,0,0,0,0,0
ENSG00000291106.1,29,1,19,0,30,13,18,17,19,9
ENSG00000240024.8,0,0,0,0,0,0,0,0,0,0
ENSG00000201229.1,0,0,0,0,0,0,0,0,0,0
ENSG00000253092.1,1,0,0,0,0,1,1,0,2,0
ENSG00000199363.1,0,0,0,0,0,0,0,0,0,0
ENSG00000251730.1,0,0,1,0,0,0,0,0,0,0
ENSG00000271682.1,0,0,0,0,0,0,0,0,0,0
ENSG00000172578.12,647,259,758,204,872,888,912,706,1019,671
ENSG00000242522.1,0,0,1,0,2,1,0,1,3,0
ENSG00000243584.1,0,0,0,0,0,0,0,0,0,0
ENSG00000114796.16,567,195,571,218,690,750,875,523,893,620
ENSG00000163872.16,377,178,403,140,492,568,461,367,578,409
ENSG00000233885.7,20,6,13,9,15,24,19,14,21,19
ENSG00000283765.1,0,0,0,0,0,0,0,0,0,0
ENSG00000180834.8,6,0,9,0,11,5,5,4,11,3
ENSG00000175193.14,72,35,52,30,100,56,72,76,71,36
ENSG00000293259.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263932.1,0,0,0,0,0,0,0,0,0,0
ENSG00000234371.7,0,0,0,0,0,0,0,0,0,0
ENSG00000233441.7,0,0,0,0,0,0,0,0,0,0
ENSG00000293463.1,0,0,0,0,0,0,0,0,0,0
ENSG00000114770.17,566,256,642,427,628,776,857,739,1080,841
ENSG00000223882.1,0,0,0,0,0,0,0,0,0,0
ENSG00000223529.1,9,9,7,2,4,7,6,3,6,4
ENSG00000186090.11,0,0,0,0,0,0,0,0,0,0
ENSG00000178084.2,0,0,0,0,0,0,0,0,0,0
ENSG00000233576.1,1,0,0,0,0,0,0,0,1,1
ENSG00000207351.1,0,0,0,0,0,0,0,0,0,0
ENSG00000238020.1,0,0,1,0,0,0,0,0,0,0
ENSG00000186038.9,0,0,1,0,0,0,0,0,0,0
ENSG00000205955.4,0,0,0,0,1,5,0,0,0,2
ENSG00000273181.1,0,0,1,0,1,1,0,0,0,0
ENSG00000272721.5,0,0,3,0,0,0,0,0,1,0
ENSG00000145191.15,521,216,575,186,460,605,715,600,763,598
ENSG00000228205.1,14,12,34,22,26,26,23,35,43,27
ENSG00000161202.20,837,300,736,275,899,886,944,812,1022,765
ENSG00000161203.14,3097,2021,2871,2848,3150,3087,2992,2244,2596,1948
ENSG00000161204.12,540,195,553,225,528,559,591,465,645,457
ENSG00000145198.15,1,0,0,0,2,0,1,0,2,0
ENSG00000221120.1,0,0,0,0,0,0,0,0,0,0
ENSG00000214160.10,142,72,174,65,154,180,198,159,218,169
ENSG00000284753.2,9,7,6,17,7,8,6,3,7,5
ENSG00000284917.1,0,0,0,0,0,0,0,0,0,0
ENSG00000163888.4,1,0,1,0,2,1,0,0,2,1
ENSG00000145194.19,0,0,1,0,0,0,0,0,0,0
ENSG00000175166.17,1279,526,1087,707,1499,1351,1439,1059,1385,990
ENSG00000114867.22,2002,1045,1918,798,2803,2722,2341,1817,2773,1881
ENSG00000212158.1,0,0,0,0,0,0,1,0,0,0
ENSG00000175182.15,200,109,234,80,245,289,221,203,316,147
ENSG00000114859.16,16,7,17,10,34,29,35,28,35,26
ENSG00000163882.10,205,81,215,97,242,184,278,191,305,212
ENSG00000090534.20,0,0,0,0,0,0,0,0,0,0
ENSG00000289500.2,0,0,0,0,0,0,0,0,0,0
ENSG00000090539.16,0,0,0,0,0,0,2,0,0,0
ENSG00000224153.3,0,0,0,0,0,0,0,0,0,0
ENSG00000283625.1,0,0,0,0,0,0,0,0,0,0
ENSG00000227509.1,0,0,0,0,0,0,0,0,0,0
ENSG00000230215.1,0,0,0,0,0,0,0,0,0,0
ENSG00000182580.3,20,11,9,4,43,20,33,26,17,29
ENSG00000177383.5,90,25,130,15,111,87,128,74,78,90
ENSG00000272970.5,2,0,0,0,0,2,2,4,3,1
ENSG00000229433.2,0,0,0,0,0,0,0,0,0,0
ENSG00000273403.1,0,0,0,0,0,0,0,0,1,0
ENSG00000272922.1,0,0,0,0,0,0,0,0,0,0
ENSG00000288576.1,0,0,0,0,0,0,0,0,0,0
ENSG00000156931.16,815,324,633,348,1109,1101,712,621,1006,789
ENSG00000187068.3,0,0,2,1,3,2,0,2,0,0
ENSG00000223358.5,0,0,0,0,0,0,0,0,0,0
ENSG00000113790.11,12,3,9,0,25,13,8,24,16,16
ENSG00000229704.1,0,0,0,0,0,0,0,0,0,0
ENSG00000264614.1,0,0,0,0,0,0,0,0,0,0
ENSG00000073803.14,51,35,111,27,90,134,114,71,143,45
ENSG00000229638.1,118,61,145,102,159,146,216,140,198,123
ENSG00000163900.11,87,43,78,30,104,115,106,71,137,122
ENSG00000286086.1,0,0,1,7,5,3,4,0,0,3
ENSG00000163898.10,20,2,11,14,12,8,6,4,7,7
ENSG00000163904.13,381,134,354,135,451,419,359,380,482,344
ENSG00000236489.1,0,1,0,0,0,4,1,3,1,1
ENSG00000073792.16,407,1206,801,1205,1035,877,663,304,1094,266
ENSG00000163915.7,0,0,1,0,0,1,0,0,0,0
ENSG00000265470.1,0,0,0,0,0,0,0,0,0,0
ENSG00000136527.19,1039,428,1292,539,1377,1082,1445,946,1572,987
ENSG00000290862.1,1,0,0,5,0,1,0,1,3,3
ENSG00000171658.9,0,0,0,0,0,0,0,0,0,0
ENSG00000244405.8,9,1,6,3,11,12,2,4,10,2
ENSG00000277118.1,0,0,0,0,0,0,0,0,0,0
ENSG00000234197.1,0,0,0,0,0,0,0,1,0,0
ENSG00000058866.15,127,32,127,36,141,121,87,87,158,87
ENSG00000234548.7,0,0,0,0,0,0,0,0,0,0
ENSG00000224406.6,0,0,0,0,0,0,0,0,0,0
ENSG00000226859.1,0,0,0,0,0,0,0,0,0,0
ENSG00000213139.8,44,7,72,21,17,48,77,28,72,37
ENSG00000113838.13,107,26,83,19,93,104,119,51,154,101
ENSG00000090520.12,252,127,217,78,293,328,299,257,330,225
ENSG00000197099.8,1,0,1,1,0,0,1,2,1,2
ENSG00000283149.1,0,0,0,0,0,0,0,0,0,0
ENSG00000283390.1,3,1,2,3,0,3,0,0,1,0
ENSG00000145192.13,0,0,0,0,0,0,0,0,0,0
ENSG00000275696.1,0,0,0,0,0,0,0,0,0,0
ENSG00000090512.12,0,0,0,0,0,0,0,0,0,0
ENSG00000113905.5,0,0,0,0,0,0,0,0,0,0
ENSG00000225175.1,0,0,0,0,0,0,0,0,0,0
ENSG00000226724.1,0,0,0,0,0,2,0,0,0,0
ENSG00000113889.14,0,1,0,1,1,2,0,0,3,2
ENSG00000293182.1,0,0,0,0,1,0,0,0,2,0
ENSG00000226652.4,0,0,0,0,0,0,0,0,0,0
ENSG00000207505.1,0,0,0,0,0,0,0,0,0,0
ENSG00000230951.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263826.1,83,1,58,8,62,31,87,39,34,30
ENSG00000156976.17,3232,1349,3488,1361,3477,3408,3911,2640,4655,3159
ENSG00000238942.1,0,0,0,0,0,0,0,0,0,0
ENSG00000200418.1,0,0,0,0,0,0,0,0,0,0
ENSG00000283958.1,0,0,0,0,0,0,0,0,0,0
ENSG00000221420.2,0,0,0,0,0,0,0,0,0,0
ENSG00000200320.1,0,0,0,0,0,0,0,0,0,0
ENSG00000263776.1,0,0,0,0,0,0,0,0,0,0
ENSG00000163918.12,88,25,89,23,70,85,109,72,108,67
ENSG00000231724.1,0,0,0,0,0,0,0,0,0,0
ENSG00000232233.1,0,0,0,3,1,2,0,3,3,3
ENSG00000231982.1,0,0,0,0,0,0,0,0,0,0
ENSG00000289971.1,3,0,2,0,3,1,0,0,0,0
ENSG00000181092.10,0,0,0,0,0,0,0,0,0,0
ENSG00000226482.1,0,0,0,0,0,0,0,0,0,0
ENSG00000223803.1,14,6,21,5,8,14,19,28,25,22
ENSG00000233565.1,0,0,0,0,0,0,1,0,0,0
ENSG00000073849.16,1808,669,1644,426,1480,1968,2382,1236,2312,1620
ENSG00000163923.10,14,7,9,0,5,10,15,10,10,4
ENSG00000198491.3,0,0,0,0,0,0,0,0,0,0
ENSG00000175077.6,0,0,0,0,0,0,0,0,0,0
ENSG00000127241.18,0,0,0,0,0,0,0,0,0,0
ENSG00000283175.1,0,0,0,0,0,0,0,0,0,0
ENSG00000136514.3,39,43,80,24,46,35,59,49,58,38
ENSG00000280270.1,0,0,2,0,0,0,7,2,0,0
ENSG00000239093.1,0,0,0,0,0,0,0,0,0,1
ENSG00000228952.1,0,0,0,0,0,0,0,0,0,0
ENSG00000157005.4,0,0,0,0,0,0,0,0,0,0
ENSG00000198471.1,0,0,0,0,0,0,0,0,0,0
ENSG00000228804.5,10,0,6,9,8,27,20,39,21,14
ENSG00000113916.18,5290,2313,5383,3390,8581,9944,4295,7212,5180,5562
ENSG00000285938.1,199,40,130,55,363,611,174,302,227,271
ENSG00000290021.1,214,65,161,77,371,575,226,346,253,315
ENSG00000289331.2,40,4,15,8,38,44,21,33,21,30
ENSG00000224049.1,0,0,3,0,0,0,0,0,1,2
ENSG00000236864.1,0,0,0,0,0,0,0,0,0,0
ENSG00000224187.1,0,0,0,0,0,0,0,1,0,0
ENSG00000225058.1,0,0,0,0,0,0,0,0,0,0
ENSG00000236412.1,0,0,0,0,0,0,0,0,0,0
ENSG00000234238.2,0,0,0,0,0,0,0,0,0,0
ENSG00000270959.2,26,8,18,6,10,22,12,10,29,17
ENSG00000145012.15,845,163,683,262,857,859,924,658,990,706
ENSG00000279891.1,3,0,17,2,1,1,2,9,0,7
ENSG00000288794.1,0,0,1,0,0,0,0,1,0,0
ENSG00000224563.1,0,0,0,0,0,0,0,0,0,0
ENSG00000207651.1,0,0,0,0,0,0,0,0,0,0
ENSG00000234076.2,3,4,5,0,3,8,0,4,2,1
ENSG00000188001.10,22,5,7,3,25,5,42,12,36,17
ENSG00000236182.1,1,0,1,0,0,1,0,0,0,0
ENSG00000230115.1,0,0,0,0,0,0,0,0,0,0
ENSG00000073282.14,13,1,3,0,5,5,6,7,3,3
ENSG00000227971.1,0,0,0,0,0,0,0,0,0,0
ENSG00000216058.1,0,0,0,0,0,0,0,0,0,0
ENSG00000090530.10,4,6,4,2,10,4,0,14,8,3
ENSG00000230077.1,0,0,0,0,0,1,0,0,0,0
ENSG00000225764.3,0,0,0,1,0,2,0,0,0,0
ENSG00000212489.1,0,0,0,0,0,0,0,0,0,0
ENSG00000238077.1,0,0,0,0,0,0,0,0,0,0
ENSG00000163347.6,0,0,0,0,0,0,0,0,0,0
ENSG00000113946.4,0,0,0,0,0,0,0,0,0,0
ENSG00000198398.3,0,0,0,0,0,0,0,0,0,0
ENSG00000196083.11,913,688,455,419,1193,2393,899,352,1032,788
ENSG00000231047.1,0,0,0,3,0,0,1,1,0,5
ENSG00000223117.1,8,8,18,3,12,26,10,9,24,13
ENSG00000228730.2,0,0,0,0,0,0,0,0,0,0
ENSG00000232610.1,0,0,0,0,0,0,3,0,0,0
ENSG00000214147.2,0,0,0,0,0,0,0,0,0,0
ENSG00000205835.9,0,0,0,0,0,0,0,0,0,0
ENSG00000188729.7,3,0,0,0,0,0,1,3,0,0
ENSG00000233308.2,4,1,0,0,0,1,0,3,1,5
ENSG00000188958.10,16,0,6,1,2,2,8,6,0,1
ENSG00000152492.15,441,98,448,112,264,245,491,238,312,296
ENSG00000223812.8,0,0,0,0,0,0,0,0,0,0
ENSG00000253548.1,0,0,0,0,0,0,0,0,0,0
ENSG00000201860.1,0,0,0,0,0,0,0,0,0,0
ENSG00000237653.2,0,0,0,0,0,0,0,0,0,0
ENSG00000232353.5,0,0,0,0,0,0,0,0,0,0
ENSG00000287178.1,0,0,0,0,0,0,0,0,0,0
ENSG00000222583.1,0,0,0,0,0,0,0,0,0,0
ENSG00000114279.15,0,0,0,0,0,1,0,0,0,0
ENSG00000231383.2,0,0,0,0,0,0,0,0,0,0
ENSG00000230126.1,0,0,0,0,0,0,0,0,0,0
ENSG00000226709.1,0,0,0,0,0,0,0,0,0,0
ENSG00000238902.1,0,0,0,0,0,0,0,0,0,0
ENSG00000289165.2,0,0,0,0,0,0,0,0,0,0
ENSG00000200184.1,0,0,0,0,0,0,0,0,0,0
ENSG00000180611.7,24,8,14,5,26,22,35,23,31,23
ENSG00000232130.1,0,0,0,0,0,0,0,0,0,0
ENSG00000236229.1,1,1,0,0,0,3,0,2,0,0
ENSG00000127252.7,8,7,4,5,6,2,12,6,18,8
ENSG00000187527.12,1,0,1,0,0,0,0,0,2,0
ENSG00000236508.1,0,0,0,0,0,0,0,1,0,0
ENSG00000127249.15,18,3,10,0,1,22,7,26,39,6
ENSG00000225473.1,0,0,0,0,0,0,0,0,0,0
ENSG00000236297.2,1,0,0,0,0,1,1,1,1,1
ENSG00000293063.1,1,0,0,0,0,1,0,2,0,0
ENSG00000198836.11,600,264,416,345,721,759,734,448,978,499
ENSG00000224855.5,4,0,0,0,5,5,4,0,4,1
ENSG00000207370.1,0,0,0,0,0,0,0,0,0,0
ENSG00000243991.3,0,0,0,0,0,0,0,0,0,0
ENSG00000223986.1,0,0,0,0,0,0,0,0,0,0
ENSG00000286624.1,0,0,0,0,0,0,0,0,0,0
ENSG00000287206.1,0,0,0,0,0,0,0,0,0,0
ENSG00000229155.2,0,0,0,0,0,0,0,0,0,0
ENSG00000214146.3,0,0,1,0,0,4,0,0,2,1
ENSG00000238043.1,0,0,0,0,0,0,0,0,0,0
ENSG00000224403.1,0,0,0,0,0,0,0,0,0,0
ENSG00000230102.8,0,0,0,0,0,0,0,0,0,0
ENSG00000276407.5,0,0,0,0,0,0,0,0,0,0
ENSG00000229964.1,0,2,1,0,0,0,0,0,0,0
ENSG00000232874.1,1,0,0,1,0,1,2,1,3,0
ENSG00000289385.1,0,0,0,0,0,2,0,0,0,0
ENSG00000114315.4,3,20,16,16,5,31,11,2,5,13
ENSG00000242201.3,0,0,0,0,0,0,0,0,0,0
ENSG00000225742.6,0,0,0,0,0,0,0,0,0,0
ENSG00000238097.3,0,0,0,0,0,0,0,0,0,0
ENSG00000228271.2,0,0,0,0,0,0,0,0,0,0
ENSG00000214145.8,0,0,0,0,0,0,0,0,1,2
ENSG00000286317.1,0,0,0,0,0,0,0,0,0,0
ENSG00000178772.7,0,0,0,0,0,0,0,0,0,0
ENSG00000172061.9,0,0,0,0,0,0,0,0,0,0
ENSG00000178732.6,71,6,50,31,27,76,41,44,80,32
ENSG00000133657.17,670,193,488,189,1136,731,748,413,806,556
ENSG00000271483.1,0,0,0,0,0,0,0,0,0,0
ENSG00000233058.3,11,11,10,1,29,9,10,12,17,15
ENSG00000244675.2,1,0,2,0,1,0,0,0,0,0
ENSG00000252053.1,0,0,0,0,0,0,0,0,0,0
ENSG00000232873.1,0,0,0,0,0,0,0,0,0,0
ENSG00000231770.8,17,5,47,12,36,22,54,42,20,42
ENSG00000288979.1,0,13,20,6,22,18,10,17,3,23
ENSG00000145014.18,26,3,50,26,15,37,41,31,15,14
ENSG00000229334.2,5,0,2,0,7,3,3,1,6,8
ENSG00000272707.1,5,1,1,0,2,2,2,2,0,3
ENSG00000041802.11,293,148,317,163,310,384,482,333,584,336
ENSG00000185112.6,184,130,190,55,119,244,182,201,255,229
ENSG00000233987.2,0,0,0,0,0,0,0,0,0,0
ENSG00000287073.1,0,0,0,0,0,0,0,0,0,0
ENSG00000237222.4,0,0,0,0,0,0,0,0,1,0
ENSG00000234805.1,0,0,0,0,0,0,0,0,0,0
ENSG00000230401.1,0,0,0,0,0,0,0,0,0,0
ENSG00000238031.1,0,0,0,0,0,0,0,1,0,0
ENSG00000173950.16,85,44,53,24,107,78,91,77,111,74
ENSG00000233303.1,0,0,0,0,0,1,0,1,0,0
ENSG00000265333.1,0,0,0,0,0,0,0,0,0,0
ENSG00000244314.3,0,0,0,0,0,0,0,0,0,0
ENSG00000230266.2,0,0,7,0,1,0,2,4,1,4
ENSG00000206600.1,0,0,0,0,0,0,0,0,0,0
ENSG00000287005.1,4,8,6,0,3,1,4,2,7,2
ENSG00000114331.16,2867,968,1890,1071,3312,3399,2784,1694,2686,1879
ENSG00000229325.1,38,2,39,3,24,31,51,27,35,22
ENSG00000227433.1,0,0,0,1,0,0,0,0,0,0
ENSG00000207368.1,2,0,0,0,0,0,0,0,0,0
ENSG00000184203.8,880,285,648,308,804,778,837,676,862,576
ENSG00000252620.1,6,2,7,0,11,4,6,13,9,8
ENSG00000223711.2,11,6,5,8,13,7,12,2,4,2
ENSG00000265882.2,0,0,0,0,0,0,0,0,0,1
ENSG00000236844.1,0,0,1,0,1,0,1,1,1,1
ENSG00000236425.1,0,0,0,0,0,1,0,0,0,0
ENSG00000189058.9,0,0,2,0,0,0,0,1,1,0
ENSG00000224769.1,0,6,14,6,17,9,12,1,4,1
ENSG00000289929.1,6,6,6,6,10,9,33,7,24,3
ENSG00000282206.1,1,2,2,0,2,4,6,9,4,1
ENSG00000271662.1,8,8,13,1,8,2,13,7,2,0
ENSG00000229178.1,0,0,0,0,0,1,0,0,0,0
ENSG00000242086.8,215,96,310,117,290,468,583,417,321,180
ENSG00000215837.7,0,0,0,0,0,0,0,0,0,0
ENSG00000207650.1,9,6,19,0,13,15,19,15,6,3
ENSG00000283426.1,0,0,0,0,0,0,0,0,0,0
ENSG00000176945.18,38,36,71,18,92,108,53,75,56,19
ENSG00000145113.22,15,7,2,2,10,32,16,5,9,3
ENSG00000223783.1,0,0,6,0,0,1,3,1,0,0
ENSG00000235836.1,0,0,0,0,0,0,0,0,0,0
ENSG00000061938.21,2354,1361,3168,1074,2942,2760,2743,3126,3642,2567
ENSG00000276489.1,0,0,0,0,0,0,0,0,0,0
ENSG00000286004.1,55,12,46,5,44,74,45,67,86,49
ENSG00000224614.2,31,25,43,34,62,55,51,42,117,43
ENSG00000289747.1,0,0,0,0,0,0,0,0,0,0
ENSG00000290762.1,22,18,27,7,29,22,40,29,64,37
ENSG00000239122.1,2,0,1,0,0,4,0,1,1,2
ENSG00000231443.2,4,1,11,0,9,2,11,3,12,4
ENSG00000260261.3,0,0,0,0,0,0,0,1,1,0
ENSG00000290763.1,44,33,61,20,41,52,86,81,90,61
ENSG00000185485.15,0,0,0,0,0,0,0,0,0,0
ENSG00000286168.2,2,0,2,0,1,0,3,1,1,0
ENSG00000231464.1,0,0,5,0,0,0,5,8,2,0
ENSG00000072274.14,420,151,444,120,561,599,713,325,2013,321
ENSG00000228413.1,2,0,1,0,0,0,3,1,2,0
ENSG00000252174.1,0,0,0,0,4,0,2,0,0,0
ENSG00000289219.1,0,0,0,0,0,0,0,0,0,0
ENSG00000224652.4,4,1,5,8,1,2,9,1,6,0
ENSG00000163958.14,25,7,30,20,111,74,20,48,25,25
ENSG00000222335.1,4,0,0,0,6,3,0,1,1,6
ENSG00000163959.10,125,18,77,50,104,117,82,74,123,93
ENSG00000161217.12,1073,460,1083,469,1427,1266,952,958,1265,1073
ENSG00000272741.1,0,0,0,0,0,0,0,0,0,0
ENSG00000228028.2,3,0,8,0,4,2,5,3,4,2
ENSG00000213123.11,5,2,6,5,9,5,0,12,15,2
ENSG00000237418.1,0,0,2,0,2,0,0,0,3,0
ENSG00000273331.1,0,0,0,0,0,0,0,0,1,0
ENSG00000235897.1,5,0,10,0,5,0,11,4,9,11
ENSG00000145107.16,6,2,1,3,8,0,0,5,1,3
ENSG00000212146.1,0,0,2,0,1,0,0,0,0,0
ENSG00000163960.12,901,241,679,247,1076,1109,1135,632,1258,804
ENSG00000206644.1,0,0,0,0,0,0,1,0,1,0
ENSG00000241868.3,3,0,0,0,6,5,0,1,2,2
ENSG00000243339.3,1,0,1,1,1,4,4,1,2,0
ENSG00000226345.1,0,0,3,0,1,0,0,2,0,0
ENSG00000225822.4,0,0,1,0,0,0,0,0,1,0
ENSG00000225240.1,2,0,1,2,0,0,0,0,0,0
ENSG00000163961.4,341,77,266,104,299,312,352,206,380,328
ENSG00000273013.1,5,0,2,4,2,3,1,0,0,1
ENSG00000214097.5,0,0,0,0,0,0,0,0,0,0
ENSG00000213358.3,0,0,0,0,0,0,0,0,1,0
ENSG00000225770.1,2,5,2,1,0,0,2,4,2,1
ENSG00000185798.8,59,32,67,23,91,116,73,65,105,76
ENSG00000174013.8,81,40,111,64,123,150,120,109,144,115
ENSG00000286661.1,0,0,0,0,0,0,0,0,0,0
ENSG00000232065.2,2,1,2,0,1,7,1,6,6,0
ENSG00000288990.2,21,6,17,8,26,43,30,26,34,21
ENSG00000174004.6,312,249,435,121,602,503,547,427,524,357
ENSG00000163964.18,446,339,412,263,643,641,464,280,492,404
ENSG00000290054.1,2,4,2,0,9,3,4,4,6,1
ENSG00000174007.9,339,179,412,196,361,456,202,161,390,234
ENSG00000201441.1,4,0,1,1,1,6,3,3,8,3
ENSG00000180370.10,3467,1418,2393,1395,4043,3730,3014,1840,3157,2316
ENSG00000272359.1,1,1,4,0,6,3,1,0,4,1
ENSG00000206892.1,0,0,0,0,1,0,0,0,0,0
ENSG00000289446.1,1,0,0,0,0,0,0,0,0,0
ENSG00000119231.11,341,232,377,208,410,457,326,290,653,387
ENSG00000230732.4,4,3,3,6,3,4,4,8,4,3
ENSG00000114503.11,354,219,488,175,469,486,560,446,633,456
ENSG00000225578.1,0,0,3,4,2,11,8,12,14,9
ENSG00000270170.2,106,34,107,38,141,100,139,107,104,100
ENSG00000119227.8,13,5,15,7,15,11,14,13,14,21
ENSG00000286017.1,4,6,5,0,3,2,0,17,1,1
ENSG00000163975.14,10,10,11,0,3,8,26,9,16,20
ENSG00000233487.7,0,0,0,0,0,0,0,0,0,0
